,movieID,recomendation,movie name,recomendation name,num_reviews,avg_review
27,32,5618,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Spirited Away (Sen to Chihiro no kamikakushi) (2001),47054,3.9057678412037236
28,34,858,Babe (1995),"Godfather, The (1972)",31456,3.6031917599186163
29,36,194,Dead Man Walking (1995),Smoke (1995),19388,3.91868681658758
30,39,858,Clueless (1995),"Godfather, The (1972)",26230,3.4187380861608845
31,41,7439,Richard III (1995),"Punisher, The (2004)",4266,3.843413033286451
32,42,858,Dead Presidents (1995),"Godfather, The (1972)",2300,3.0495652173913044
33,43,318,Restoration (1995),"Shawshank Redemption, The (1994)",2308,3.4499566724436743
34,44,3593,Mortal Kombat (1995),Battlefield Earth (2000),10629,2.6546241414996707
35,45,1221,To Die For (1995),"Godfather: Part II, The (1974)",8267,3.382907947260191
36,46,1892,How to Make an American Quilt (1995),"Perfect Murder, A (1998)",2889,3.2634129456559364
37,47,50,Seven (a.k.a. Se7en) (1995),"Usual Suspects, The (1995)",50596,4.0791663372598626
38,48,318,Pocahontas (1995),"Shawshank Redemption, The (1994)",13461,2.9777505385929723
39,50,527,"Usual Suspects, The (1995)",Schindler's List (1993),55366,4.284353213163313
40,52,4903,Mighty Aphrodite (1995),In the Bedroom (2001),8543,3.532892426548051
41,57,3452,Home for the Holidays (1995),Romeo Must Die (2000),2236,3.320438282647585
42,58,318,"Postman, The (Postino, Il) (1994)","Shawshank Redemption, The (1994)",10483,3.9679004101879234
43,60,101864,"Indian in the Cupboard, The (1995)",Oblivion (2013),5960,3.0958892617449663
44,61,70293,Eye for an Eye (1996),Julie & Julia (2009),2088,3.3160919540229883
45,62,47,Mr. Holland's Opus (1995),Seven (a.k.a. Se7en) (1995),18242,3.715354676022366
46,63,1214,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Alien (1979),2336,3.083904109589041
47,65,4545,Bio-Dome (1996),Short Circuit (1986),4663,2.37025520051469
48,66,3763,Lawnmower Man 2: Beyond Cyberspace (1996),F/X (1986),2215,2.1376975169300225
49,69,1702,Friday (1995),Flubber (1997),4278,3.5583216456287987
50,70,3825,From Dusk Till Dawn (1996),Coyote Ugly (2000),14118,3.326568919110356
51,73,928,"Misérables, Les (1995)",Rebecca (1940),2699,3.796035568729159
52,74,2391,Bed of Roses (1996),"Simple Plan, A (1998)",3235,3.2880989180834623
53,76,3271,Screamers (1995),Of Mice and Men (1992),3235,3.010046367851623
54,79,1633,"Juror, The (1996)",Ulee's Gold (1997),5061,3.1199367713890536
55,81,3836,Things to Do in Denver When You're Dead (1995),Kelly's Heroes (1970),3007,3.2527435982707016
56,82,366,Antonia's Line (Antonia) (1995),"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",2288,3.9923513986013988
57,85,318,Angels and Insects (1995),"Shawshank Redemption, The (1994)",2441,3.526833265055305
58,86,142488,White Squall (1996),Spotlight (2015),3921,3.4766641162968632
59,88,318,Black Sheep (1996),"Shawshank Redemption, The (1994)",4730,3.107188160676533
60,89,1092,Nick of Time (1995),Basic Instinct (1992),3095,3.1294022617124395
61,92,2617,Mary Reilly (1996),"Mummy, The (1999)",2114,2.8500473036896876
62,94,1387,Beautiful Girls (1996),Jaws (1975),3760,3.5279255319148937
63,95,318,Broken Arrow (1996),"Shawshank Redemption, The (1994)",20642,3.077245421955237
64,97,1221,"Hate (Haine, La) (1995)","Godfather: Part II, The (1974)",2615,3.9862332695984706
65,100,316,City Hall (1996),Stargate (1994),3770,3.2212201591511938
66,101,858,Bottle Rocket (1996),"Godfather, The (1972)",4438,3.7673501577287065
67,104,318,Happy Gilmore (1996),"Shawshank Redemption, The (1994)",19190,3.3943981240229286
68,105,2474,"Bridges of Madison County, The (1995)","Color of Money, The (1986)",9006,3.3332222962469467
69,107,318,Muppet Treasure Island (1996),"Shawshank Redemption, The (1994)",6015,3.2168744804655027
70,110,6016,Braveheart (1995),City of God (Cidade de Deus) (2002),59184,4.002272573668559
71,111,318,Taxi Driver (1976),"Shawshank Redemption, The (1994)",29133,4.083479216009336
72,112,350,Rumble in the Bronx (Hont faan kui) (1995),"Client, The (1994)",10958,3.40623288921336
73,122,71264,Boomerang (1992),Cloudy with a Chance of Meatballs (2009),3588,2.8593924191750277
74,123,1172,Chungking Express (Chung Hing sam lam) (1994),Cinema Paradiso (Nuovo cinema Paradiso) (1989),2607,3.9913693901035674
75,125,318,Flirting With Disaster (1996),"Shawshank Redemption, The (1994)",3231,3.744196843082637
76,135,1127,Down Periscope (1996),"Abyss, The (1989)",5932,3.0018543492919756
77,140,1485,Up Close and Personal (1996),Liar Liar (1997),4553,3.287283110037338
78,141,318,"Birdcage, The (1996)","Shawshank Redemption, The (1994)",20757,3.5101652454593633
79,144,7263,"Brothers McMullen, The (1995)",Miracle (2004),4097,3.4649743714913352
80,145,3334,Bad Boys (1995),Key Largo (1948),12796,3.275515786183182
81,147,2580,"Basketball Diaries, The (1995)",Go (1999),4222,3.5833728090952155
82,150,1193,Apollo 13 (1995),One Flew Over the Cuckoo's Nest (1975),48377,3.87355561527172
83,151,115713,Rob Roy (1995),Ex Machina (2015),11595,3.53139284174213
84,153,858,Batman Forever (1995),"Godfather, The (1972)",31101,2.8716600752387382
85,154,5618,Beauty of the Day (Belle de jour) (1967),Spirited Away (Sen to Chihiro no kamikakushi) (2001),2889,3.786777431637245
86,157,2890,Canadian Bacon (1995),Three Kings (1999),2432,2.7942023026315788
87,158,70286,Casper (1995),District 9 (2009),12589,2.921479069028517
88,159,1916,Clockers (1995),Buffalo '66 (a.k.a. Buffalo 66) (1998),2209,3.4178361249434133
89,160,858,Congo (1995),"Godfather, The (1972)",13853,2.6022161264708004
90,161,1994,Crimson Tide (1995),Poltergeist (1982),22340,3.739861235452104
91,162,922,Crumb (1994),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),5633,4.008077401029647
92,163,2019,Desperado (1995),Seven Samurai (Shichinin no samurai) (1954),14216,3.4392585818795722
93,164,1228,Devil in a Blue Dress (1995),Raging Bull (1980),4011,3.4522562951882323
94,165,2019,Die Hard: With a Vengeance (1995),Seven Samurai (Shichinin no samurai) (1954),33731,3.506566659749192
95,168,318,First Knight (1995),"Shawshank Redemption, The (1994)",11309,3.081881687151826
96,169,1479,Free Willy 2: The Adventure Home (1995),"Saint, The (1997)",3172,2.269546027742749
97,170,420,Hackers (1995),Beverly Hills Cop III (1994),7721,3.215710400207227
98,172,37727,Johnny Mnemonic (1995),Flightplan (2005),12156,2.7515630141493914
99,173,3441,Judge Dredd (1995),Red Dawn (1984),14758,2.555359804851606
100,175,44665,Kids (1995),Lucky Number Slevin (2006),4744,3.507799325463744
101,176,50,Living in Oblivion (1995),"Usual Suspects, The (1995)",2203,3.8490694507489787
102,177,3698,Lord of Illusions (1995),"Running Man, The (1987)",2149,2.8892508143322475
103,180,1198,Mallrats (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),8366,3.5757829309108295
104,181,130490,Mighty Morphin Power Rangers: The Movie (1995),Insurgent (2015),2539,1.9535250098463963
105,185,318,"Net, The (1995)","Shawshank Redemption, The (1994)",23018,3.102854287948562
106,186,516,Nine Months (1995),Renaissance Man (1994),10419,2.8772434974565697
107,188,109487,"Prophecy, The (1995)",Interstellar (2014),2390,3.3334728033472802
108,193,48394,Showgirls (1995),"Pan's Labyrinth (Laberinto del fauno, El) (2006)",7142,2.2478297395687483
109,194,1136,Smoke (1995),Monty Python and the Holy Grail (1975),5459,3.8442938267081885
110,195,1845,Something to Talk About (1995),Zero Effect (1998),2938,3.077944179714091
111,196,318,Species (1995),"Shawshank Redemption, The (1994)",12993,2.8360270915108137
112,198,318,Strange Days (1995),"Shawshank Redemption, The (1994)",8646,3.417996761508212
113,203,318,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","Shawshank Redemption, The (1994)",5060,3.1462450592885376
114,204,2580,Under Siege 2: Dark Territory (1995),Go (1999),7882,2.926604922608475
115,207,8798,"Walk in the Clouds, A (1995)",Collateral (2004),5018,3.3732562774013553
116,208,50,Waterworld (1995),"Usual Suspects, The (1995)",27377,2.8652335902399826
117,215,1204,Before Sunrise (1995),Lawrence of Arabia (1962),6582,3.914843512610149
118,216,50,Billy Madison (1995),"Usual Suspects, The (1995)",9048,3.2408267020335986
119,218,800,Boys on the Side (1995),Lone Star (1996),3864,3.285843685300207
120,222,185,Circle of Friends (1995),"Net, The (1995)",5374,3.5284704131001114
121,223,296,Clerks (1994),Pulp Fiction (1994),24050,3.847214137214137
122,224,318,Don Juan DeMarco (1995),"Shawshank Redemption, The (1994)",7809,3.4449993597131514
123,225,1196,Disclosure (1994),Star Wars: Episode V - The Empire Strikes Back (1980),11592,3.2840320910973086
124,227,5444,Drop Zone (1994),Lilo & Stitch (2002),4189,3.0618285987109095
125,229,1292,Death and the Maiden (1994),Being There (1979),2256,3.5625
126,230,1206,Dolores Claiborne (1995),"Clockwork Orange, A (1971)",6729,3.588200326943082
127,231,858,Dumb & Dumber (Dumb and Dumber) (1994),"Godfather, The (1972)",31843,2.964968752944132
128,232,318,Eat Drink Man Woman (Yin shi nan nu) (1994),"Shawshank Redemption, The (1994)",5620,4.027935943060498
129,233,2406,Exotica (1994),Romancing the Stone (1984),3204,3.533083645443196
130,234,4621,Exit to Eden (1994),Look Who's Talking (1989),2952,2.6703929539295395
131,235,318,Ed Wood (1994),"Shawshank Redemption, The (1994)",15582,3.664388396868181
132,236,4069,French Kiss (1995),"Wedding Planner, The (2001)",11357,3.3150479880250066
133,237,5026,Forget Paris (1995),"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",5770,3.2214038128249567
134,239,6016,"Goofy Movie, A (1995)",City of God (Cidade de Deus) (2002),3368,3.08521377672209
135,246,296,Hoop Dreams (1994),Pulp Fiction (1994),9739,4.028236985316767
136,247,318,Heavenly Creatures (1994),"Shawshank Redemption, The (1994)",7144,3.8224384098544233
137,248,1057,Houseguest (1994),Everyone Says I Love You (1996),2866,3.0080251221214236
138,249,3798,Immortal Beloved (1994),What Lies Beneath (2000),4542,3.675253192426244
139,252,535,I.Q. (1994),Short Cuts (1993),9280,3.215840517241379
140,253,50,Interview with the Vampire: The Vampire Chronicles (1994),"Usual Suspects, The (1995)",27577,3.508920477209269
141,256,3686,Junior (1994),Flatliners (1990),9442,2.7017581020970134
142,257,5902,Just Cause (1995),Adaptation (2002),3542,3.4075381140598533
143,260,1196,Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),68717,4.120188599618726
144,261,858,Little Women (1994),"Godfather, The (1972)",9656,3.627589063794532
145,262,858,"Little Princess, A (1995)","Godfather, The (1972)",4008,3.7653443113772456
146,265,318,Like Water for Chocolate (Como agua para chocolate) (1992),"Shawshank Redemption, The (1994)",10781,3.921667748817364
147,266,953,Legends of the Fall (1994),It's a Wonderful Life (1946),15759,3.5003490069166827
148,267,6593,Major Payne (1995),Freaky Friday (2003),3757,2.886744743146127
149,272,2792,"Madness of King George, The (1994)",Airplane II: The Sequel (1982),7136,3.7400504484304933
150,273,177593,Mary Shelley's Frankenstein (Frankenstein) (1994),"Three Billboards Outside Ebbing, Missouri (2017)",6796,3.132062978222484
151,276,915,Milk Money (1994),Sabrina (1954),4968,2.978864734299517
152,277,318,Miracle on 34th Street (1994),"Shawshank Redemption, The (1994)",8574,3.4048868672731514
153,280,318,Murder in the First (1995),"Shawshank Redemption, The (1994)",4680,3.7172008547008546
154,281,2919,Nobody's Fool (1994),"Year of Living Dangerously, The (1982)",3588,3.661371237458194
155,282,2340,Nell (1994),Meet Joe Black (1998),10402,3.409440492213036
156,288,858,Natural Born Killers (1994),"Godfather, The (1972)",23259,3.2577711853476075
157,289,4881,Only You (1994),"Man Who Wasn't There, The (2001)",2963,3.3515018562267973
158,290,2022,Once Were Warriors (1994),"Last Temptation of Christ, The (1988)",3749,3.9737263270205387
159,292,318,Outbreak (1995),"Shawshank Redemption, The (1994)",24760,3.4105008077544428
160,293,47,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Seven (a.k.a. Se7en) (1995),33680,4.0885985748218525
161,296,2959,Pulp Fiction (1994),Fight Club (1999),79672,4.188912039361382
162,299,5992,Priest (1994),"Hours, The (2002)",2389,3.71598995395563
163,300,50,Quiz Show (1994),"Usual Suspects, The (1995)",18997,3.66378901931884
164,303,2300,"Quick and the Dead, The (1995)","Producers, The (1968)",6532,3.0432486221677895
165,305,880,Ready to Wear (Pret-A-Porter) (1994),"Island of Dr. Moreau, The (1996)",3105,2.7103059581320452
166,306,608,Three Colors: Red (Trois couleurs: Rouge) (1994),Fargo (1996),7058,4.072966846132049
167,307,3361,Three Colors: Blue (Trois couleurs: Bleu) (1993),Bull Durham (1988),6616,3.981408706166868
168,308,1197,Three Colors: White (Trzy kolory: Bialy) (1994),"Princess Bride, The (1987)",5085,3.9024582104228123
169,314,858,"Secret of Roan Inish, The (1994)","Godfather, The (1972)",3775,3.849933774834437
170,315,318,"Specialist, The (1994)","Shawshank Redemption, The (1994)",10295,2.8919378338999513
171,316,63876,Stargate (1994),Milk (2008),30910,3.3710611452604335
172,317,318,"Santa Clause, The (1994)","Shawshank Redemption, The (1994)",15733,3.128074747346342
173,318,720,"Shawshank Redemption, The (1994)",Wallace & Gromit: The Best of Aardman Animation (1996),81482,4.413576004516335
174,319,858,Shallow Grave (1994),"Godfather, The (1972)",6727,3.775382785788613
175,322,914,Swimming with Sharks (1995),My Fair Lady (1964),2800,3.668214285714286
176,327,230,Tank Girl (1995),Dolores Claiborne (1995),6691,2.816469884920042
177,328,5574,Tales from the Crypt Presents: Demon Knight (1995),"Transporter, The (2002)",2311,3.146257031588057
178,329,858,Star Trek: Generations (1994),"Godfather, The (1972)",24615,3.322669104204753
179,332,1073,Village of the Damned (1995),Willy Wonka & the Chocolate Factory (1971),2038,2.773307163886163
180,333,1221,Tommy Boy (1995),"Godfather: Part II, The (1974)",10852,3.356478068558791
181,337,58047,What's Eating Gilbert Grape (1993),"Definitely, Maybe (2008)",17234,3.7512185215272136
182,338,2393,Virtuosity (1995),Star Trek: Insurrection (1998),4341,2.9854872149274363
183,339,912,While You Were Sleeping (1995),Casablanca (1942),22111,3.4993894441680613
184,342,2387,Muriel's Wedding (1994),Very Bad Things (1998),10735,3.507638565440149
185,344,858,Ace Ventura: Pet Detective (1994),"Godfather, The (1972)",37453,2.9898406002189413
186,345,548,"Adventures of Priscilla, Queen of the Desert, The (1994)",Terminal Velocity (1994),9531,3.642062742629315
187,348,318,Bullets Over Broadway (1994),"Shawshank Redemption, The (1994)",7399,3.6953642384105962
188,349,318,Clear and Present Danger (1994),"Shawshank Redemption, The (1994)",27766,3.6551898004754015
189,350,318,"Client, The (1994)","Shawshank Redemption, The (1994)",14696,3.466657593903103
190,351,1372,"Corrina, Corrina (1994)",Star Trek VI: The Undiscovered Country (1991),3322,3.3049367850692355
191,353,318,"Crow, The (1994)","Shawshank Redemption, The (1994)",16219,3.517972748011591
192,355,38886,"Flintstones, The (1994)","Squid and the Whale, The (2005)",9580,2.4127870563674323
193,356,47,Forrest Gump (1994),Seven (a.k.a. Se7en) (1995),81491,4.048011436845787
194,357,858,Four Weddings and a Funeral (1994),"Godfather, The (1972)",26709,3.6408326781234788
195,358,4673,Higher Learning (1995),Tango & Cash (1989),2075,3.2518072289156628
196,361,3328,It Could Happen to You (1994),Ghost Dog: The Way of the Samurai (1999),4809,3.326783114992722
197,362,2301,"Jungle Book, The (1994)",History of the World: Part I (1981),6993,3.377949377949378
198,364,2571,"Lion King, The (1994)","Matrix, The (1999)",42745,3.817136507193824
199,366,89904,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",The Artist (2011),2660,2.9780075187969923
200,367,318,"Mask, The (1994)","Shawshank Redemption, The (1994)",34621,3.183039195863782
201,368,2019,Maverick (1994),Seven Samurai (Shichinin no samurai) (1954),16475,3.412776934749621
202,370,318,Naked Gun 33 1/3: The Final Insult (1994),"Shawshank Redemption, The (1994)",13958,2.9788651669293595
203,371,2986,"Paper, The (1994)",RoboCop 2 (1990),3915,3.2587484035759897
204,372,108932,Reality Bites (1994),The Lego Movie (2014),7415,3.2500337154416723
205,373,55363,Red Rock West (1992),"Assassination of Jesse James by the Coward Robert Ford, The (2007)",3265,3.76906584992343
206,374,802,Richie Rich (1994),Phenomenon (1996),4953,2.4218655360387644
207,376,318,"River Wild, The (1994)","Shawshank Redemption, The (1994)",10374,3.2755446308077887
208,377,50,Speed (1994),"Usual Suspects, The (1995)",41302,3.481247881458525
209,378,95441,Speechless (1994),Ted (2012),2125,3.1331764705882352
210,379,102123,Timecop (1994),This Is the End (2013),5362,2.7242633345766505
211,380,4993,True Lies (1994),"Lord of the Rings: The Fellowship of the Ring, The (2001)",41673,3.4922731744774795
212,381,1275,When a Man Loves a Woman (1994),Highlander (1986),4476,3.390638963360143
213,382,318,Wolf (1994),"Shawshank Redemption, The (1994)",5077,3.0406736261571794
214,383,858,Wyatt Earp (1994),"Godfather, The (1972)",4717,3.199915200339199
215,393,3948,Street Fighter (1994),Meet the Parents (2000),2222,1.9003150315031503
216,405,4366,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Atlantis: The Lost Empire (2001),3357,2.441018766756032
217,410,50,Addams Family Values (1993),"Usual Suspects, The (1995)",17836,3.0116337743888764
218,412,858,"Age of Innocence, The (1993)","Godfather, The (1972)",4231,3.559560387615221
219,413,57368,Airheads (1994),Cloverfield (2008),5737,2.8108767648596826
220,415,464,Another Stakeout (1993),Hard Target (1993),2938,2.808373042886317
221,417,24,Barcelona (1994),Powder (1995),3007,3.520618556701031
222,419,175303,"Beverly Hillbillies, The (1993)",It (2017),4219,2.4867267124911114
223,420,6,Beverly Hills Cop III (1994),Heat (1995),13942,2.7501075885812654
224,423,265,Blown Away (1994),Like Water for Chocolate (Como agua para chocolate) (1992),2184,2.999084249084249
225,426,708,Body Snatchers (1993),"Truth About Cats & Dogs, The (1996)",3021,3.1090698444223768
226,427,996,Boxing Helena (1993),Last Man Standing (1996),3078,2.5480831708901883
227,428,318,"Bronx Tale, A (1993)","Shawshank Redemption, The (1994)",4785,3.823092998955068
228,431,2019,Carlito's Way (1993),Seven Samurai (Shichinin no samurai) (1954),8879,3.719788264444194
229,432,1,City Slickers II: The Legend of Curly's Gold (1994),Toy Story (1995),11729,2.72972972972973
230,434,1805,Cliffhanger (1993),Wild Things (1998),23089,3.0492658841872755
231,435,1126,Coneheads (1993),Drop Dead Fred (1991),13194,2.5814764286797027
232,440,318,Dave (1993),"Shawshank Redemption, The (1994)",17918,3.6009041187632547
233,441,2064,Dazed and Confused (1993),Roger & Me (1989),8204,3.689785470502194
234,442,1610,Demolition Man (1993),"Hunt for Red October, The (1990)",18088,3.0712903582485627
235,446,318,Farewell My Concubine (Ba wang bie ji) (1993),"Shawshank Redemption, The (1994)",3472,3.889400921658986
236,448,7256,Fearless (1993),Touching the Void (2003),2743,3.555778344877871
237,450,39446,With Honors (1994),Saw II (2005),2750,3.3467272727272728
238,454,50,"Firm, The (1993)","Usual Suspects, The (1995)",24161,3.4994205537850256
239,455,678,Free Willy (1993),Some Folks Call It a Sling Blade (1993),8275,2.617824773413897
240,457,318,"Fugitive, The (1993)","Shawshank Redemption, The (1994)",49638,3.9721584270115637
241,464,318,Hard Target (1993),"Shawshank Redemption, The (1994)",3021,2.917576961271102
242,466,318,Hot Shots! Part Deux (1993),"Shawshank Redemption, The (1994)",12947,2.939754383254808
243,468,318,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Shawshank Redemption, The (1994)",6711,3.3125465653404857
244,471,1221,"Hudsucker Proxy, The (1994)","Godfather: Part II, The (1974)",10631,3.6579813752234034
245,474,318,In the Line of Fire (1993),"Shawshank Redemption, The (1994)",17996,3.7212436096910424
246,475,318,In the Name of the Father (1993),"Shawshank Redemption, The (1994)",8580,3.9152097902097904
247,477,858,What's Love Got to Do with It? (1993),"Godfather, The (1972)",4128,3.546511627906977
248,480,112852,Jurassic Park (1993),Guardians of the Galaxy (2014),64144,3.6791749812920926
249,481,61,Kalifornia (1993),Eye for an Eye (1996),4993,3.337772882034849
250,482,2141,Killing Zoe (1994),"American Tail, An (1986)",2508,3.424043062200957
251,485,318,Last Action Hero (1993),"Shawshank Redemption, The (1994)",13156,2.7995211310428703
252,489,2841,Made in America (1993),Stir of Echoes (1999),2765,2.7613019891500903
253,490,1921,Malice (1993),Pi (1998),2935,3.3599659284497445
254,491,858,"Man Without a Face, The (1993)","Godfather, The (1972)",4991,3.405329593267882
255,492,4310,Manhattan Murder Mystery (1993),Pearl Harbor (2001),3038,3.653225806451613
256,493,318,Menace II Society (1993),"Shawshank Redemption, The (1994)",3450,3.6256521739130436
257,494,318,Executive Decision (1996),"Shawshank Redemption, The (1994)",11284,3.353110599078341
258,497,2019,Much Ado About Nothing (1993),Seven Samurai (Shichinin no samurai) (1954),13084,3.8821461326811373
259,500,296,Mrs. Doubtfire (1993),Pulp Fiction (1994),34194,3.3863104638240626
260,502,5254,"Next Karate Kid, The (1994)",Blade II (2002),3454,2.276491024898668
261,507,296,"Perfect World, A (1993)",Pulp Fiction (1994),3109,3.5279832743647477
262,508,232,Philadelphia (1993),Eat Drink Man Woman (Yin shi nan nu) (1994),19902,3.8021304391518442
263,509,318,"Piano, The (1993)","Shawshank Redemption, The (1994)",15998,3.6811163895486936
264,514,318,"Ref, The (1994)","Shawshank Redemption, The (1994)",4285,3.4613768961493583
265,515,318,"Remains of the Day, The (1993)","Shawshank Redemption, The (1994)",9940,3.8977364185110663
266,516,1257,Renaissance Man (1994),Better Off Dead... (1985),3147,3.088179218303146
267,517,1380,Rising Sun (1993),Grease (1978),3298,3.130988477865373
268,519,78772,RoboCop 3 (1993),"Twilight Saga: Eclipse, The (2010)",4697,2.1958697040664252
269,520,2019,Robin Hood: Men in Tights (1993),Seven Samurai (Shichinin no samurai) (1954),14245,3.0674973674973676
270,524,858,Rudy (1993),"Godfather, The (1972)",7233,3.5334577630305546
271,527,318,Schindler's List (1993),"Shawshank Redemption, The (1994)",60411,4.247579083279535
272,529,1209,Searching for Bobby Fischer (1993),Once Upon a Time in the West (C'era una volta il West) (1968),10037,3.8492079306565707
273,531,50,"Secret Garden, The (1993)","Usual Suspects, The (1995)",7010,3.5358059914407987
274,532,122906,Serial Mom (1994),Black Panther (2017),5555,3.061026102610261
275,533,80906,"Shadow, The (1994)",Inside Job (2010),3638,2.9327927432655305
276,534,318,Shadowlands (1993),"Shawshank Redemption, The (1994)",4460,3.890470852017937
277,535,318,Short Cuts (1993),"Shawshank Redemption, The (1994)",5170,3.778046421663443
278,537,1173,Sirens (1994),"Cook the Thief His Wife & Her Lover, The (1989)",3085,3.1484602917341977
279,538,1252,Six Degrees of Separation (1993),Chinatown (1974),4684,3.7011101622544835
280,539,527,Sleepless in Seattle (1993),Schindler's List (1993),28137,3.5094537441802607
281,540,1375,Sliver (1993),Star Trek III: The Search for Spock (1984),4550,2.719010989010989
282,541,293,Blade Runner (1982),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),36702,4.115838373930576
283,542,122912,Son in Law (1993),Avengers: Infinity War - Part I (2018),3309,2.8498035660320338
284,543,50,So I Married an Axe Murderer (1993),"Usual Suspects, The (1995)",11396,3.2368374868374867
285,544,3868,Striking Distance (1993),"Naked Gun: From the Files of Police Squad!, The (1988)",2058,2.9290573372206024
286,546,83613,Super Mario Bros. (1993),Cowboys & Aliens (2011),5371,2.06153416495997
287,548,1674,Terminal Velocity (1994),Witness (1985),2605,2.9001919385796544
288,550,86332,Threesome (1994),Thor (2011),3063,3.0871694417238
289,551,2019,"Nightmare Before Christmas, The (1993)",Seven Samurai (Shichinin no samurai) (1954),21940,3.738263445761167
290,552,50,"Three Musketeers, The (1993)","Usual Suspects, The (1995)",12096,3.213334986772487
291,553,2959,Tombstone (1993),Fight Club (1999),14333,3.703341938184609
292,555,2019,True Romance (1993),Seven Samurai (Shichinin no samurai) (1954),15314,3.810891994253624
293,562,2019,Welcome to the Dollhouse (1995),Seven Samurai (Shichinin no samurai) (1954),5787,3.7871954380508037
294,575,1515,"Little Rascals, The (1994)",Volcano (1997),2614,2.9883320581484316
295,585,932,"Brady Bunch Movie, The (1995)","Affair to Remember, An (1957)",8928,2.6616823476702507
296,586,858,Home Alone (1990),"Godfather, The (1972)",29540,3.141875423155044
297,587,318,Ghost (1990),"Shawshank Redemption, The (1994)",28516,3.4342123720016833
298,588,527,Aladdin (1992),Schindler's List (1993),43373,3.6987526802388584
299,589,36,Terminator 2: Judgment Day (1991),Dead Man Walking (1995),57379,3.94637410899458
300,590,7361,Dances with Wolves (1990),Eternal Sunshine of the Spotless Mind (2004),41615,3.7256878529376425
301,592,2959,Batman (1989),Fight Club (1999),44110,3.4069031965540693
302,593,3147,"Silence of the Lambs, The (1991)","Green Mile, The (1999)",74127,4.151341616415071
303,594,318,Snow White and the Seven Dwarfs (1937),"Shawshank Redemption, The (1994)",17940,3.5823021181716834
304,595,1148,Beauty and the Beast (1991),Wallace & Gromit: The Wrong Trousers (1993),35723,3.6809198555552447
305,596,318,Pinocchio (1940),"Shawshank Redemption, The (1994)",12742,3.4825773034060585
306,597,318,Pretty Woman (1990),"Shawshank Redemption, The (1994)",34234,3.42649120757142
