,movieID,recomendation,movie name,recomendation name,num_reviews,avg_review
42,58,1198,"Postman, The (Postino, Il) (1994)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),10483,3.9679004101879234
43,60,84954,"Indian in the Cupboard, The (1995)","Adjustment Bureau, The (2011)",5960,3.0958892617449663
44,61,224,Eye for an Eye (1996),Don Juan DeMarco (1995),2088,3.3160919540229883
45,62,1221,Mr. Holland's Opus (1995),"Godfather: Part II, The (1974)",18242,3.715354676022366
46,63,1687,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"Jackal, The (1997)",2336,3.083904109589041
47,65,2381,Bio-Dome (1996),Police Academy 4: Citizens on Patrol (1987),4663,2.37025520051469
48,66,2731,Lawnmower Man 2: Beyond Cyberspace (1996),"400 Blows, The (Les quatre cents coups) (1959)",2215,2.1376975169300225
49,69,50,Friday (1995),"Usual Suspects, The (1995)",4278,3.5583216456287987
50,70,318,From Dusk Till Dawn (1996),"Shawshank Redemption, The (1994)",14118,3.326568919110356
51,73,37733,"Misérables, Les (1995)","History of Violence, A (2005)",2699,3.796035568729159
52,74,631,Bed of Roses (1996),All Dogs Go to Heaven 2 (1996),3235,3.2880989180834623
53,76,2723,Screamers (1995),Mystery Men (1999),3235,3.010046367851623
54,79,904,"Juror, The (1996)",Rear Window (1954),5061,3.1199367713890536
55,81,318,Things to Do in Denver When You're Dead (1995),"Shawshank Redemption, The (1994)",3007,3.2527435982707016
56,82,2019,Antonia's Line (Antonia) (1995),Seven Samurai (Shichinin no samurai) (1954),2288,3.9923513986013988
57,85,548,Angels and Insects (1995),Terminal Velocity (1994),2441,3.526833265055305
58,86,43936,White Squall (1996),16 Blocks (2006),3921,3.4766641162968632
59,88,3821,Black Sheep (1996),Nutty Professor II: The Klumps (2000),4730,3.107188160676533
60,89,1015,Nick of Time (1995),Homeward Bound: The Incredible Journey (1993),3095,3.1294022617124395
61,92,4370,Mary Reilly (1996),A.I. Artificial Intelligence (2001),2114,2.8500473036896876
62,94,1834,Beautiful Girls (1996),"Spanish Prisoner, The (1997)",3760,3.5279255319148937
63,95,2,Broken Arrow (1996),Jumanji (1995),20642,3.077245421955237
64,97,922,"Hate (Haine, La) (1995)",Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),2615,3.9862332695984706
65,100,945,City Hall (1996),Top Hat (1935),3770,3.2212201591511938
66,101,318,Bottle Rocket (1996),"Shawshank Redemption, The (1994)",4438,3.7673501577287065
67,104,1178,Happy Gilmore (1996),Paths of Glory (1957),19190,3.3943981240229286
68,105,4489,"Bridges of Madison County, The (1995)",Coming to America (1988),9006,3.3332222962469467
69,107,5541,Muppet Treasure Island (1996),Hot Shots! (1991),6015,3.2168744804655027
70,110,1228,Braveheart (1995),Raging Bull (1980),59184,4.002272573668559
71,111,1136,Taxi Driver (1976),Monty Python and the Holy Grail (1975),29133,4.083479216009336
72,112,858,Rumble in the Bronx (Hont faan kui) (1995),"Godfather, The (1972)",10958,3.40623288921336
73,122,2318,Boomerang (1992),Happiness (1998),3588,2.8593924191750277
74,123,318,Chungking Express (Chung Hing sam lam) (1994),"Shawshank Redemption, The (1994)",2607,3.9913693901035674
75,125,318,Flirting With Disaster (1996),"Shawshank Redemption, The (1994)",3231,3.744196843082637
76,135,318,Down Periscope (1996),"Shawshank Redemption, The (1994)",5932,3.0018543492919756
77,140,2019,Up Close and Personal (1996),Seven Samurai (Shichinin no samurai) (1954),4553,3.287283110037338
78,141,318,"Birdcage, The (1996)","Shawshank Redemption, The (1994)",20757,3.5101652454593633
79,144,1197,"Brothers McMullen, The (1995)","Princess Bride, The (1987)",4097,3.4649743714913352
80,145,1198,Bad Boys (1995),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),12796,3.275515786183182
81,147,858,"Basketball Diaries, The (1995)","Godfather, The (1972)",4222,3.5833728090952155
82,150,1610,Apollo 13 (1995),"Hunt for Red October, The (1990)",48377,3.87355561527172
83,151,318,Rob Roy (1995),"Shawshank Redemption, The (1994)",11595,3.53139284174213
84,153,50,Batman Forever (1995),"Usual Suspects, The (1995)",31101,2.8716600752387382
85,154,904,Beauty of the Day (Belle de jour) (1967),Rear Window (1954),2889,3.786777431637245
86,157,2294,Canadian Bacon (1995),Antz (1998),2432,2.7942023026315788
87,158,94864,Casper (1995),Prometheus (2012),12589,2.921479069028517
88,159,88125,Clockers (1995),Harry Potter and the Deathly Hallows: Part 2 (2011),2209,3.4178361249434133
89,160,55052,Congo (1995),Atonement (2007),13853,2.6022161264708004
90,161,527,Crimson Tide (1995),Schindler's List (1993),22340,3.739861235452104
91,162,318,Crumb (1994),"Shawshank Redemption, The (1994)",5633,4.008077401029647
92,163,50,Desperado (1995),"Usual Suspects, The (1995)",14216,3.4392585818795722
93,164,3452,Devil in a Blue Dress (1995),Romeo Must Die (2000),4011,3.4522562951882323
94,165,318,Die Hard: With a Vengeance (1995),"Shawshank Redemption, The (1994)",33731,3.506566659749192
95,168,207,First Knight (1995),"Walk in the Clouds, A (1995)",11309,3.081881687151826
96,169,57,Free Willy 2: The Adventure Home (1995),Home for the Holidays (1995),3172,2.269546027742749
97,170,53996,Hackers (1995),Transformers (2007),7721,3.215710400207227
98,172,79132,Johnny Mnemonic (1995),Inception (2010),12156,2.7515630141493914
99,173,589,Judge Dredd (1995),Terminator 2: Judgment Day (1991),14758,2.555359804851606
100,175,858,Kids (1995),"Godfather, The (1972)",4744,3.507799325463744
101,176,1196,Living in Oblivion (1995),Star Wars: Episode V - The Empire Strikes Back (1980),2203,3.8490694507489787
102,177,2421,Lord of Illusions (1995),"Karate Kid, Part II, The (1986)",2149,2.8892508143322475
103,180,318,Mallrats (1995),"Shawshank Redemption, The (1994)",8366,3.5757829309108295
104,181,1173,Mighty Morphin Power Rangers: The Movie (1995),"Cook the Thief His Wife & Her Lover, The (1989)",2539,1.9535250098463963
105,185,858,"Net, The (1995)","Godfather, The (1972)",23018,3.102854287948562
106,186,7158,Nine Months (1995),House of Sand and Fog (2003),10419,2.8772434974565697
107,188,5618,"Prophecy, The (1995)",Spirited Away (Sen to Chihiro no kamikakushi) (2001),2390,3.3334728033472802
108,193,3418,Showgirls (1995),Thelma & Louise (1991),7142,2.2478297395687483
109,194,223,Smoke (1995),Clerks (1994),5459,3.8442938267081885
110,195,218,Something to Talk About (1995),Boys on the Side (1995),2938,3.077944179714091
111,196,318,Species (1995),"Shawshank Redemption, The (1994)",12993,2.8360270915108137
112,198,1221,Strange Days (1995),"Godfather: Part II, The (1974)",8646,3.417996761508212
113,203,1885,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","Opposite of Sex, The (1998)",5060,3.1462450592885376
114,204,1753,Under Siege 2: Dark Territory (1995),Half Baked (1998),7882,2.926604922608475
115,207,999,"Walk in the Clouds, A (1995)",2 Days in the Valley (1996),5018,3.3732562774013553
116,208,1587,Waterworld (1995),Conan the Barbarian (1982),27377,2.8652335902399826
117,215,2571,Before Sunrise (1995),"Matrix, The (1999)",6582,3.914843512610149
118,216,47,Billy Madison (1995),Seven (a.k.a. Se7en) (1995),9048,3.2408267020335986
119,218,97923,Boys on the Side (1995),Flight (2012),3864,3.285843685300207
120,222,858,Circle of Friends (1995),"Godfather, The (1972)",5374,3.5284704131001114
121,223,307,Clerks (1994),Three Colors: Blue (Trois couleurs: Bleu) (1993),24050,3.847214137214137
122,224,101864,Don Juan DeMarco (1995),Oblivion (2013),7809,3.4449993597131514
123,225,527,Disclosure (1994),Schindler's List (1993),11592,3.2840320910973086
124,227,1258,Drop Zone (1994),"Shining, The (1980)",4189,3.0618285987109095
125,229,195159,Death and the Maiden (1994),Spider-Man: Into the Spider-Verse (2018),2256,3.5625
126,230,318,Dolores Claiborne (1995),"Shawshank Redemption, The (1994)",6729,3.588200326943082
127,231,318,Dumb & Dumber (Dumb and Dumber) (1994),"Shawshank Redemption, The (1994)",31843,2.964968752944132
128,232,47,Eat Drink Man Woman (Yin shi nan nu) (1994),Seven (a.k.a. Se7en) (1995),5620,4.027935943060498
129,233,115210,Exotica (1994),Fury (2014),3204,3.533083645443196
130,234,32587,Exit to Eden (1994),Sin City (2005),2952,2.6703929539295395
131,235,1,Ed Wood (1994),Toy Story (1995),15582,3.664388396868181
132,236,8531,French Kiss (1995),White Chicks (2004),11357,3.3150479880250066
133,237,106002,Forget Paris (1995),Ender's Game (2013),5770,3.2214038128249567
134,239,380,"Goofy Movie, A (1995)",True Lies (1994),3368,3.08521377672209
135,246,318,Hoop Dreams (1994),"Shawshank Redemption, The (1994)",9739,4.028236985316767
136,247,296,Heavenly Creatures (1994),Pulp Fiction (1994),7144,3.8224384098544233
137,248,117529,Houseguest (1994),Jurassic World (2015),2866,3.0080251221214236
138,249,122,Immortal Beloved (1994),Boomerang (1992),4542,3.675253192426244
139,252,318,I.Q. (1994),"Shawshank Redemption, The (1994)",9280,3.215840517241379
140,253,2019,Interview with the Vampire: The Vampire Chronicles (1994),Seven Samurai (Shichinin no samurai) (1954),27577,3.508920477209269
141,256,163645,Junior (1994),Hacksaw Ridge (2016),9442,2.7017581020970134
142,257,1089,Just Cause (1995),Reservoir Dogs (1992),3542,3.4075381140598533
143,260,1198,Star Wars: Episode IV - A New Hope (1977),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),68717,4.120188599618726
144,261,8966,Little Women (1994),Kinsey (2004),9656,3.627589063794532
145,262,260,"Little Princess, A (1995)",Star Wars: Episode IV - A New Hope (1977),4008,3.7653443113772456
146,265,2019,Like Water for Chocolate (Como agua para chocolate) (1992),Seven Samurai (Shichinin no samurai) (1954),10781,3.921667748817364
147,266,527,Legends of the Fall (1994),Schindler's List (1993),15759,3.5003490069166827
148,267,5103,Major Payne (1995),"Sandlot, The (1993)",3757,2.886744743146127
149,272,235,"Madness of King George, The (1994)",Ed Wood (1994),7136,3.7400504484304933
150,273,904,Mary Shelley's Frankenstein (Frankenstein) (1994),Rear Window (1954),6796,3.132062978222484
151,276,318,Milk Money (1994),"Shawshank Redemption, The (1994)",4968,2.978864734299517
152,277,318,Miracle on 34th Street (1994),"Shawshank Redemption, The (1994)",8574,3.4048868672731514
153,280,356,Murder in the First (1995),Forrest Gump (1994),4680,3.7172008547008546
154,281,7256,Nobody's Fool (1994),Touching the Void (2003),3588,3.661371237458194
155,282,3981,Nell (1994),Red Planet (2000),10402,3.409440492213036
156,288,858,Natural Born Killers (1994),"Godfather, The (1972)",23259,3.2577711853476075
157,289,177,Only You (1994),Lord of Illusions (1995),2963,3.3515018562267973
158,290,308,Once Were Warriors (1994),Three Colors: White (Trzy kolory: Bialy) (1994),3749,3.9737263270205387
159,292,858,Outbreak (1995),"Godfather, The (1972)",24760,3.4105008077544428
160,293,2019,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Seven Samurai (Shichinin no samurai) (1954),33680,4.0885985748218525
161,296,318,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",79672,4.188912039361382
162,299,4019,Priest (1994),Finding Forrester (2000),2389,3.71598995395563
163,300,318,Quiz Show (1994),"Shawshank Redemption, The (1994)",18997,3.66378901931884
164,303,6281,"Quick and the Dead, The (1995)",Phone Booth (2002),6532,3.0432486221677895
165,305,1769,Ready to Wear (Pret-A-Porter) (1994),"Replacement Killers, The (1998)",3105,2.7103059581320452
166,306,318,Three Colors: Red (Trois couleurs: Rouge) (1994),"Shawshank Redemption, The (1994)",7058,4.072966846132049
167,307,1203,Three Colors: Blue (Trois couleurs: Bleu) (1993),12 Angry Men (1957),6616,3.981408706166868
168,308,32,Three Colors: White (Trzy kolory: Bialy) (1994),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5085,3.9024582104228123
169,314,2924,"Secret of Roan Inish, The (1994)",Drunken Master (Jui kuen) (1978),3775,3.849933774834437
170,315,296,"Specialist, The (1994)",Pulp Fiction (1994),10295,2.8919378338999513
171,316,2019,Stargate (1994),Seven Samurai (Shichinin no samurai) (1954),30910,3.3710611452604335
172,317,318,"Santa Clause, The (1994)","Shawshank Redemption, The (1994)",15733,3.128074747346342
173,318,527,"Shawshank Redemption, The (1994)",Schindler's List (1993),81482,4.413576004516335
174,319,16,Shallow Grave (1994),Casino (1995),6727,3.775382785788613
175,322,586,Swimming with Sharks (1995),Home Alone (1990),2800,3.668214285714286
176,327,858,Tank Girl (1995),"Godfather, The (1972)",6691,2.816469884920042
177,328,2245,Tales from the Crypt Presents: Demon Knight (1995),Working Girl (1988),2311,3.146257031588057
178,329,2360,Star Trek: Generations (1994),"Celebration, The (Festen) (1998)",24615,3.322669104204753
179,332,1261,Village of the Damned (1995),Evil Dead II (Dead by Dawn) (1987),2038,2.773307163886163
180,333,858,Tommy Boy (1995),"Godfather, The (1972)",10852,3.356478068558791
181,337,272,What's Eating Gilbert Grape (1993),"Madness of King George, The (1994)",17234,3.7512185215272136
182,338,2764,Virtuosity (1995),"Thomas Crown Affair, The (1968)",4341,2.9854872149274363
183,339,318,While You Were Sleeping (1995),"Shawshank Redemption, The (1994)",22111,3.4993894441680613
184,342,904,Muriel's Wedding (1994),Rear Window (1954),10735,3.507638565440149
185,344,318,Ace Ventura: Pet Detective (1994),"Shawshank Redemption, The (1994)",37453,2.9898406002189413
186,345,318,"Adventures of Priscilla, Queen of the Desert, The (1994)","Shawshank Redemption, The (1994)",9531,3.642062742629315
187,348,818,Bullets Over Broadway (1994),"Very Brady Sequel, A (1996)",7399,3.6953642384105962
188,349,858,Clear and Present Danger (1994),"Godfather, The (1972)",27766,3.6551898004754015
189,350,527,"Client, The (1994)",Schindler's List (1993),14696,3.466657593903103
190,351,2136,"Corrina, Corrina (1994)","Nutty Professor, The (1963)",3322,3.3049367850692355
191,353,318,"Crow, The (1994)","Shawshank Redemption, The (1994)",16219,3.517972748011591
192,355,6620,"Flintstones, The (1994)",American Splendor (2003),9580,2.4127870563674323
193,356,922,Forrest Gump (1994),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),81491,4.048011436845787
194,357,858,Four Weddings and a Funeral (1994),"Godfather, The (1972)",26709,3.6408326781234788
195,358,44694,Higher Learning (1995),Volver (2006),2075,3.2518072289156628
196,361,4029,It Could Happen to You (1994),State and Main (2000),4809,3.326783114992722
197,362,5171,"Jungle Book, The (1994)","Time Machine, The (2002)",6993,3.377949377949378
198,364,164909,"Lion King, The (1994)",La La Land (2016),42745,3.817136507193824
199,366,6378,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","Italian Job, The (2003)",2660,2.9780075187969923
200,367,318,"Mask, The (1994)","Shawshank Redemption, The (1994)",34621,3.183039195863782
201,368,318,Maverick (1994),"Shawshank Redemption, The (1994)",16475,3.412776934749621
202,370,1203,Naked Gun 33 1/3: The Final Insult (1994),12 Angry Men (1957),13958,2.9788651669293595
203,371,344,"Paper, The (1994)",Ace Ventura: Pet Detective (1994),3915,3.2587484035759897
204,372,248,Reality Bites (1994),Houseguest (1994),7415,3.2500337154416723
205,373,1552,Red Rock West (1992),Con Air (1997),3265,3.76906584992343
206,374,318,Richie Rich (1994),"Shawshank Redemption, The (1994)",4953,2.4218655360387644
207,376,81564,"River Wild, The (1994)",Megamind (2010),10374,3.2755446308077887
208,377,318,Speed (1994),"Shawshank Redemption, The (1994)",41302,3.481247881458525
209,378,53322,Speechless (1994),Ocean's Thirteen (2007),2125,3.1331764705882352
210,379,1207,Timecop (1994),To Kill a Mockingbird (1962),5362,2.7242633345766505
211,380,318,True Lies (1994),"Shawshank Redemption, The (1994)",41673,3.4922731744774795
212,381,921,When a Man Loves a Woman (1994),My Favorite Year (1982),4476,3.390638963360143
213,382,57669,Wolf (1994),In Bruges (2008),5077,3.0406736261571794
214,383,2950,Wyatt Earp (1994),"Blue Lagoon, The (1980)",4717,3.199915200339199
215,393,176371,Street Fighter (1994),Blade Runner 2049 (2017),2222,1.9003150315031503
216,405,6548,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Bad Boys II (2003),3357,2.441018766756032
217,410,142488,Addams Family Values (1993),Spotlight (2015),17836,3.0116337743888764
218,412,1921,"Age of Innocence, The (1993)",Pi (1998),4231,3.559560387615221
219,413,318,Airheads (1994),"Shawshank Redemption, The (1994)",5737,2.8108767648596826
220,415,318,Another Stakeout (1993),"Shawshank Redemption, The (1994)",2938,2.808373042886317
221,417,1615,Barcelona (1994),"Edge, The (1997)",3007,3.520618556701031
222,419,1124,"Beverly Hillbillies, The (1993)",On Golden Pond (1981),4219,2.4867267124911114
223,420,6323,Beverly Hills Cop III (1994),Identity (2003),13942,2.7501075885812654
224,423,1584,Blown Away (1994),Contact (1997),2184,2.999084249084249
225,426,858,Body Snatchers (1993),"Godfather, The (1972)",3021,3.1090698444223768
226,427,3386,Boxing Helena (1993),JFK (1991),3078,2.5480831708901883
227,428,2019,"Bronx Tale, A (1993)",Seven Samurai (Shichinin no samurai) (1954),4785,3.823092998955068
228,431,1221,Carlito's Way (1993),"Godfather: Part II, The (1974)",8879,3.719788264444194
229,432,318,City Slickers II: The Legend of Curly's Gold (1994),"Shawshank Redemption, The (1994)",11729,2.72972972972973
230,434,858,Cliffhanger (1993),"Godfather, The (1972)",23089,3.0492658841872755
231,435,1717,Coneheads (1993),Scream 2 (1997),13194,2.5814764286797027
232,440,318,Dave (1993),"Shawshank Redemption, The (1994)",17918,3.6009041187632547
233,441,318,Dazed and Confused (1993),"Shawshank Redemption, The (1994)",8204,3.689785470502194
234,442,2919,Demolition Man (1993),"Year of Living Dangerously, The (1982)",18088,3.0712903582485627
235,446,903,Farewell My Concubine (Ba wang bie ji) (1993),Vertigo (1958),3472,3.889400921658986
236,448,322,Fearless (1993),Swimming with Sharks (1995),2743,3.555778344877871
237,450,318,With Honors (1994),"Shawshank Redemption, The (1994)",2750,3.3467272727272728
238,454,858,"Firm, The (1993)","Godfather, The (1972)",24161,3.4994205537850256
239,455,3481,Free Willy (1993),High Fidelity (2000),8275,2.617824773413897
240,457,2324,"Fugitive, The (1993)",Life Is Beautiful (La Vita è bella) (1997),49638,3.9721584270115637
241,464,3948,Hard Target (1993),Meet the Parents (2000),3021,2.917576961271102
242,466,2706,Hot Shots! Part Deux (1993),American Pie (1999),12947,2.939754383254808
243,468,1500,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Grosse Pointe Blank (1997),6711,3.3125465653404857
244,471,318,"Hudsucker Proxy, The (1994)","Shawshank Redemption, The (1994)",10631,3.6579813752234034
245,474,318,In the Line of Fire (1993),"Shawshank Redemption, The (1994)",17996,3.7212436096910424
246,475,55282,In the Name of the Father (1993),30 Days of Night (2007),8580,3.9152097902097904
247,477,72226,What's Love Got to Do with It? (1993),Fantastic Mr. Fox (2009),4128,3.546511627906977
248,480,318,Jurassic Park (1993),"Shawshank Redemption, The (1994)",64144,3.6791749812920926
249,481,5872,Kalifornia (1993),Die Another Day (2002),4993,3.337772882034849
250,482,102123,Killing Zoe (1994),This Is the End (2013),2508,3.424043062200957
251,485,858,Last Action Hero (1993),"Godfather, The (1972)",13156,2.7995211310428703
252,489,3996,Made in America (1993),"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",2765,2.7613019891500903
253,490,69951,Malice (1993),"Imaginarium of Doctor Parnassus, The (2009)",2935,3.3599659284497445
254,491,37741,"Man Without a Face, The (1993)",Capote (2005),4991,3.405329593267882
255,492,922,Manhattan Murder Mystery (1993),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),3038,3.653225806451613
256,493,38061,Menace II Society (1993),Kiss Kiss Bang Bang (2005),3450,3.6256521739130436
257,494,858,Executive Decision (1996),"Godfather, The (1972)",11284,3.353110599078341
258,497,50,Much Ado About Nothing (1993),"Usual Suspects, The (1995)",13084,3.8821461326811373
259,500,318,Mrs. Doubtfire (1993),"Shawshank Redemption, The (1994)",34194,3.3863104638240626
260,502,64957,"Next Karate Kid, The (1994)","Curious Case of Benjamin Button, The (2008)",3454,2.276491024898668
261,507,236,"Perfect World, A (1993)",French Kiss (1995),3109,3.5279832743647477
262,508,318,Philadelphia (1993),"Shawshank Redemption, The (1994)",19902,3.8021304391518442
263,509,527,"Piano, The (1993)",Schindler's List (1993),15998,3.6811163895486936
264,514,1615,"Ref, The (1994)","Edge, The (1997)",4285,3.4613768961493583
265,515,593,"Remains of the Day, The (1993)","Silence of the Lambs, The (1991)",9940,3.8977364185110663
266,516,68358,Renaissance Man (1994),Star Trek (2009),3147,3.088179218303146
267,517,8228,Rising Sun (1993),"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",3298,3.130988477865373
268,519,80906,RoboCop 3 (1993),Inside Job (2010),4697,2.1958697040664252
269,520,8783,Robin Hood: Men in Tights (1993),"Village, The (2004)",14245,3.0674973674973676
270,524,858,Rudy (1993),"Godfather, The (1972)",7233,3.5334577630305546
271,527,318,Schindler's List (1993),"Shawshank Redemption, The (1994)",60411,4.247579083279535
272,529,858,Searching for Bobby Fischer (1993),"Godfather, The (1972)",10037,3.8492079306565707
273,531,899,"Secret Garden, The (1993)",Singin' in the Rain (1952),7010,3.5358059914407987
274,532,1882,Serial Mom (1994),Godzilla (1998),5555,3.061026102610261
275,533,3,"Shadow, The (1994)",Grumpier Old Men (1995),3638,2.9327927432655305
276,534,1193,Shadowlands (1993),One Flew Over the Cuckoo's Nest (1975),4460,3.890470852017937
277,535,73,Short Cuts (1993),"Misérables, Les (1995)",5170,3.778046421663443
278,537,1213,Sirens (1994),Goodfellas (1990),3085,3.1484602917341977
279,538,913,Six Degrees of Separation (1993),"Maltese Falcon, The (1941)",4684,3.7011101622544835
280,539,318,Sleepless in Seattle (1993),"Shawshank Redemption, The (1994)",28137,3.5094537441802607
281,540,2735,Sliver (1993),"Golden Child, The (1986)",4550,2.719010989010989
282,541,1927,Blade Runner (1982),All Quiet on the Western Front (1930),36702,4.115838373930576
283,542,468,Son in Law (1993),"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",3309,2.8498035660320338
284,543,2019,So I Married an Axe Murderer (1993),Seven Samurai (Shichinin no samurai) (1954),11396,3.2368374868374867
285,544,55232,Striking Distance (1993),Resident Evil: Extinction (2007),2058,2.9290573372206024
286,546,1097,Super Mario Bros. (1993),E.T. the Extra-Terrestrial (1982),5371,2.06153416495997
287,548,2324,Terminal Velocity (1994),Life Is Beautiful (La Vita è bella) (1997),2605,2.9001919385796544
288,550,84152,Threesome (1994),Limitless (2011),3063,3.0871694417238
289,551,260,"Nightmare Before Christmas, The (1993)",Star Wars: Episode IV - A New Hope (1977),21940,3.738263445761167
290,552,1290,"Three Musketeers, The (1993)",Some Kind of Wonderful (1987),12096,3.213334986772487
291,553,318,Tombstone (1993),"Shawshank Redemption, The (1994)",14333,3.703341938184609
292,555,593,True Romance (1993),"Silence of the Lambs, The (1991)",15314,3.810891994253624
293,562,3429,Welcome to the Dollhouse (1995),Creature Comforts (1989),5787,3.7871954380508037
294,575,53123,"Little Rascals, The (1994)",Once (2006),2614,2.9883320581484316
295,585,318,"Brady Bunch Movie, The (1995)","Shawshank Redemption, The (1994)",8928,2.6616823476702507
296,586,5103,Home Alone (1990),"Sandlot, The (1993)",29540,3.141875423155044
297,587,1393,Ghost (1990),Jerry Maguire (1996),28516,3.4342123720016833
298,588,110,Aladdin (1992),Braveheart (1995),43373,3.6987526802388584
299,589,110,Terminator 2: Judgment Day (1991),Braveheart (1995),57379,3.94637410899458
300,590,318,Dances with Wolves (1990),"Shawshank Redemption, The (1994)",41615,3.7256878529376425
301,592,318,Batman (1989),"Shawshank Redemption, The (1994)",44110,3.4069031965540693
302,593,318,"Silence of the Lambs, The (1991)","Shawshank Redemption, The (1994)",74127,4.151341616415071
303,594,318,Snow White and the Seven Dwarfs (1937),"Shawshank Redemption, The (1994)",17940,3.5823021181716834
304,595,318,Beauty and the Beast (1991),"Shawshank Redemption, The (1994)",35723,3.6809198555552447
305,596,58,Pinocchio (1940),"Postman, The (Postino, Il) (1994)",12742,3.4825773034060585
306,597,5349,Pretty Woman (1990),Spider-Man (2002),34234,3.42649120757142
