,0
995,1156
996,1047
997,173
998,1795
999,1251
1000,173
1001,173
1002,525
1003,1026
1004,173
1005,1117
1006,1838
1007,1923
1008,1139
1009,1084
1010,173
1011,685
1012,579
1013,517
1014,2300
1015,1115
1016,173
1017,62
1018,1421
1019,525
1020,265
1021,2096
1022,173
1023,1594
1024,515
1025,518
1026,771
1027,1109
1028,832
1029,229
1030,1398
1031,293
1032,702
1033,1952
1034,1468
1035,173
1036,372
1037,2106
1038,309
1039,39
1040,1789
1041,834
1042,173
1043,515
1044,45
1045,173
1046,173
1047,948
1048,1669
1049,509
1050,192
1051,143
1052,173
1053,1595
1054,1774
1055,1211
1056,1412
1057,2171
1058,382
1059,194
1060,1588
1061,173
1062,173
1063,1643
1064,2099
1065,173
1066,173
1067,528
1068,173
1069,382
1070,173
1071,198
1072,173
1073,1400
1074,1382
1075,302
1076,491
1077,372
1078,509
1079,1463
1080,372
1081,173
1082,193
1083,1915
1084,16
1085,212
1086,438
1087,272
1088,161
1089,173
1090,239
1091,509
1092,173
1093,636
1094,1274
1095,39
1096,2016
1097,1072
1098,173
1099,1507
1100,1491
1101,173
1102,1039
1103,173
1104,173
1105,1494
1106,1966
1107,1151
1108,173
1109,268
1110,642
1111,338
1112,0
1113,173
1114,1853
1115,445
1116,146
1117,496
1118,411
1119,1381
1120,1792
1121,173
1122,1673
1123,173
1124,1175
1125,509
1126,1840
1127,1458
1128,711
1129,372
1130,372
1131,212
1132,834
1133,271
1134,1452
1135,834
1136,372
1137,173
1138,1151
1139,372
1140,1522
1141,1536
1142,214
1143,115
1144,525
1145,39
1146,834
1147,834
1148,1117
1149,526
1150,273
1151,372
1152,891
1153,397
1154,173
1155,397
1156,255
1157,1151
1158,191
1159,173
1160,1632
1161,1107
1162,1876
1163,173
1164,1613
1165,555
1166,1611
1167,1585
1168,173
1169,1830
1170,2192
1171,2084
1172,161
1173,173
1174,372
1175,372
1176,372
1177,198
1178,389
1179,509
1180,372
1181,834
1182,173
1183,1492
1184,1761
1185,2125
1186,39
1187,173
1188,2170
1189,1715
1190,1370
1191,834
1192,173
1193,544
1194,908
1195,1151
1196,1284
1197,1643
1198,173
1199,1340
1200,2093
1201,944
1202,173
1203,511
1204,525
1205,611
1206,2178
1207,2341
1208,173
1209,173
1210,1648
1211,924
1212,372
1213,241
1214,1344
1215,1456
1216,382
1217,534
1218,2145
1219,335
1220,525
1221,2052
1222,271
1223,173
1224,83
1225,1184
1226,1344
1227,417
1228,173
1229,930
1230,53
1231,173
1232,286
1233,1538
1234,1768
1235,173
1236,173
1237,207
1238,1242
1239,1691
1240,2419
1241,2344
1242,173
1243,526
1244,1286
1245,1379
1246,1295
1247,681
1248,1547
1249,173
1250,372
1251,173
1252,173
1253,372
1254,173
1255,1182
1256,2035
1257,173
1258,96
1259,173
1260,857
1261,120
1262,39
1263,372
1264,2085
1265,709
1266,1421
1267,906
1268,460
1269,372
1270,372
1271,773
1272,509
1273,1764
1274,154
1275,372
1276,854
1277,0
1278,262
1279,1971
1280,382
1281,834
1282,834
1283,1151
1284,585
1285,595
1286,173
1287,508
1288,173
1289,965
1290,389
1291,2071
1292,173
1293,1039
1294,372
1295,173
1296,39
1297,2099
1298,2061
1299,487
1300,173
1301,173
1302,834
1303,372
1304,834
1305,1196
1306,1151
1307,710
1308,549
1309,173
1310,372
1311,419
1312,214
1313,2393
1314,1124
1315,173
1316,509
1317,1422
1318,2045
1319,416
1320,372
1321,590
1322,173
1323,834
1324,389
1325,1737
1326,1662
1327,1808
1328,345
1329,1398
1330,372
1331,487
1332,2256
1333,1762
1334,173
1335,441
1336,525
1337,1544
1338,1911
1339,2054
1340,996
1341,1863
1342,173
1343,1611
1344,372
1345,377
1346,1477
1347,372
1348,508
1349,1660
1350,1151
1351,251
1352,1629
1353,1620
1354,834
1355,2358
1356,1276
1357,969
1358,372
1359,523
1360,501
1361,509
1362,1833
1363,1434
1364,1863
1365,39
1366,16
1367,39
1368,173
1369,707
1370,173
1371,397
1372,173
1373,173
1374,762
1375,1062
1376,1614
1377,1717
1378,2220
1379,400
1380,69
1381,1100
1382,2252
1383,2011
1384,723
1385,494
1386,672
1387,1498
1388,834
1389,173
1390,282
1391,193
1392,1860
1393,1900
1394,503
1395,1151
1396,2241
1397,382
1398,309
1399,1836
1400,173
1401,1723
1402,1699
1403,1828
1404,857
1405,372
1406,953
1407,1794
1408,2143
1409,1541
1410,88
1411,1634
1412,2035
1413,592
1414,497
1415,371
1416,1990
1417,749
1418,1036
1419,2175
1420,1429
1421,1002
1422,525
1423,173
1424,1471
1425,1018
1426,834
1427,173
1428,797
1429,869
1430,173
1431,769
1432,39
1433,173
1434,1806
1435,372
1436,372
1437,540
1438,713
1439,173
1440,1373
1441,372
1442,1687
1443,173
1444,1289
1445,2358
1446,173
1447,173
1448,173
1449,372
1450,173
1451,2107
1452,1483
1453,843
1454,173
1455,173
1456,372
1457,305
1458,1395
1459,929
1460,834
1461,2034
1462,249
1463,372
1464,173
1465,2262
1466,494
1467,419
1468,345
1469,834
1470,1006
1471,2417
1472,2291
1473,509
1474,477
1475,2245
1476,173
1477,1270
1478,372
1479,834
1480,1565
1481,1904
1482,2324
1483,1900
1484,372
1485,56
1486,970
1487,2011
1488,834
1489,173
1490,1464
1491,1341
1492,1815
1493,333
1494,2339
1495,641
1496,1476
1497,834
1498,805
1499,834
1500,1124
1501,173
1502,1482
1503,1780
1504,835
1505,2316
1506,173
1507,2316
1508,2392
1509,2116
1510,113
1511,662
1512,173
1513,39
1514,1196
1515,1670
1516,862
1517,882
1518,834
1519,372
1520,173
1521,100
1522,397
1523,508
1524,372
1525,173
1526,1546
1527,501
1528,1235
1529,1456
1530,372
1531,613
1532,173
1533,2048
1534,1925
1535,378
1536,1641
1537,372
1538,509
1539,2369
1540,173
1541,460
1542,1472
1543,834
1544,372
1545,819
1546,665
1547,1737
1548,173
1549,509
1550,1824
1551,372
1552,173
1553,1001
1554,608
1555,736
1556,839
1557,1291
1558,487
1559,173
1560,1401
1561,2231
1562,834
1563,1739
1564,173
1565,1658
1566,1641
1567,372
1568,834
1569,2016
1570,173
1571,322
1572,372
1573,173
1574,1579
1575,1877
1576,2063
1577,339
1578,345
1579,1069
1580,173
1581,977
1582,265
1583,80
1584,173
1585,1818
1586,372
1587,503
1588,1947
1589,13
1590,173
1591,1431
1592,372
1593,1039
1594,2335
1595,1032
1596,670
1597,372
1598,834
1599,173
1600,173
1601,509
1602,39
1603,2224
1604,173
1605,1391
1606,130
1607,372
1608,173
1609,2325
1610,1496
1611,1166
1612,1120
1613,173
1614,2098
1615,1952
1616,1151
1617,488
1618,1611
1619,1993
1620,840
1621,1524
1622,501
1623,173
1624,1821
1625,193
1626,740
1627,503
1628,2389
1629,2136
1630,1556
1631,309
1632,372
1633,988
1634,173
1635,1793
1636,1547
1637,1906
1638,173
1639,1979
1640,1493
1641,944
1642,553
1643,173
1644,173
1645,382
1646,625
1647,173
1648,400
1649,590
1650,1530
1651,173
1652,1720
1653,2381
1654,834
1655,1175
1656,834
1657,389
1658,1834
1659,299
1660,738
1661,417
1662,1025
1663,282
1664,1971
1665,2219
1666,2364
1667,1519
1668,1547
1669,1611
1670,372
1671,173
1672,2323
1673,372
1674,173
1675,1926
1676,1219
1677,173
1678,372
1679,972
1680,565
1681,382
1682,173
1683,1850
1684,849
1685,752
1686,1533
1687,173
1688,173
1689,1654
1690,1682
1691,1927
1692,2214
1693,2211
1694,513
1695,509
1696,2152
1697,39
1698,303
1699,173
1700,173
1701,173
1702,499
1703,2019
1704,1165
1705,1875
1706,505
1707,372
1708,734
1709,1151
1710,271
1711,523
1712,125
1713,372
1714,1186
1715,1547
1716,511
1717,1129
1718,834
1719,2250
1720,1611
1721,173
1722,173
1723,2013
1724,39
1725,114
1726,503
1727,509
1728,1726
1729,161
1730,553
1731,1618
1732,450
1733,173
1734,397
1735,2131
1736,173
1737,1636
1738,269
1739,507
1740,39
1741,173
1742,1372
1743,173
1744,419
1745,1140
1746,173
1747,1611
1748,47
1749,2248
1750,1235
1751,372
1752,2037
1753,2035
1754,1304
1755,834
1756,2053
1757,173
1758,39
1759,1092
1760,2387
1761,39
1762,1039
1763,834
1764,1333
1765,372
1766,1868
1767,372
1768,2057
1769,703
1770,173
1771,834
1772,173
1773,509
1774,193
1775,173
1776,492
1777,695
1778,1737
1779,2121
1780,2038
1781,1985
1782,39
1783,1396
1784,1397
1785,173
1786,281
1787,372
1788,788
1789,1682
1790,173
1791,1575
1792,1039
1793,173
1794,810
1795,589
1796,173
1797,568
1798,1590
1799,1168
1800,1289
1801,525
1802,173
1803,213
1804,2297
1805,948
1806,509
1807,1065
1808,317
1809,487
1810,1281
1811,372
1812,372
1813,173
1814,2231
1815,173
1816,173
1817,945
1818,745
1819,2341
1820,173
1821,173
1822,739
1823,372
1824,173
1825,571
1826,1124
1827,834
1828,372
1829,173
1830,193
1831,173
1832,1132
1833,1611
1834,1031
1835,397
1836,173
1837,1521
1838,372
1839,39
1840,1284
1841,173
1842,173
1843,173
1844,173
1845,173
1846,173
1847,271
1848,394
1849,183
1850,1614
1851,372
1852,372
1853,161
1854,173
1855,834
1856,173
1857,504
1858,336
1859,1736
1860,834
1861,372
1862,553
1863,1456
1864,39
1865,707
1866,372
1867,1069
1868,503
1869,173
1870,173
1871,504
1872,874
1873,834
1874,834
1875,173
1876,2195
1877,372
1878,173
1879,525
1880,2196
1881,1072
1882,173
1883,173
1884,173
1885,1758
1886,509
1887,173
1888,506
1889,945
1890,2400
1891,2106
1892,834
1893,2206
1894,372
1895,39
1896,173
1897,1294
1898,1396
1899,1919
1900,2130
1901,1135
1902,2055
1903,1306
1904,173
1905,382
1906,487
1907,382
1908,173
1909,39
1910,309
1911,247
1912,173
1913,675
1914,372
1915,1590
1916,705
1917,173
1918,1298
1919,300
1920,834
1921,173
1922,39
1923,408
1924,476
1925,247
1926,39
1927,1661
1928,2420
1929,721
1930,638
1931,173
1932,1636
1933,525
1934,944
1935,834
1936,509
1937,700
1938,39
1939,1906
1940,173
1941,1812
1942,372
1943,2346
1944,2159
1945,173
1946,123
1947,1025
1948,1166
1949,2085
1950,1770
1951,2266
1952,372
1953,173
1954,525
1955,746
1956,386
1957,1325
1958,509
1959,858
1960,372
1961,173
1962,834
1963,173
1964,509
1965,834
1966,2021
1967,1636
1968,538
1969,372
1970,173
1971,1313
1972,173
1973,168
1974,1580
1975,389
1976,834
1977,372
1978,503
1979,173
1980,2198
1981,372
1982,2035
1983,2040
1984,707
1985,2331
1986,372
1987,173
1988,834
1989,173
1990,372
1991,317
1992,271
1993,1606
1994,2112
1995,372
1996,644
1997,271
1998,1734
1999,2416
2000,834
2001,2362
2002,173
2003,1681
2004,509
2005,372
2006,771
2007,1193
2008,372
2009,1993
2010,509
2011,1555
2012,834
2013,1359
2014,372
2015,173
2016,2240
2017,372
2018,742
2019,3
2020,1337
2021,834
2022,1582
2023,2368
2024,372
2025,1915
2026,834
2027,103
2028,1889
2029,382
2030,617
2031,1179
2032,1681
2033,345
2034,1401
2035,2232
2036,39
2037,173
2038,1355
2039,173
2040,173
2041,372
2042,173
2043,834
2044,834
2045,570
2046,455
2047,173
2048,394
2049,173
2050,1576
2051,752
2052,1476
2053,1906
2054,2200
2055,1618
2056,173
2057,545
2058,2331
2059,372
2060,403
2061,372
2062,1349
2063,2098
2064,1495
2065,834
2066,400
2067,173
2068,173
2069,173
2070,82
2071,2066
2072,551
2073,559
2074,1720
2075,202
2076,173
2077,1860
2078,173
2079,173
2080,372
2081,834
2082,1920
2083,1553
2084,1053
2085,372
2086,173
2087,724
2088,372
2089,2131
2090,173
2091,1905
2092,173
2093,1492
2094,173
2095,2098
2096,834
2097,173
2098,302
2099,1641
2100,56
2101,2035
2102,1547
2103,33
2104,949
2105,2100
2106,1547
2107,173
2108,39
2109,372
2110,584
2111,1764
2112,1969
2113,271
2114,1801
2115,678
2116,1743
2117,173
2118,929
2119,1871
2120,271
2121,1480
2122,1574
2123,2303
2124,1860
2125,173
2126,402
2127,1649
2128,372
2129,834
2130,518
2131,173
2132,173
2133,2039
2134,173
2135,1050
2136,1797
2137,372
2138,525
2139,299
2140,1645
2141,382
2142,1762
2143,754
2144,1945
2145,372
2146,39
2147,1595
2148,2035
2149,2035
2150,1426
2151,1942
2152,517
2153,1593
2154,173
2155,1010
2156,1114
2157,2266
2158,372
2159,2010
2160,39
2161,173
2162,1097
2163,39
2164,1896
2165,731
2166,173
2167,1263
2168,173
2169,173
2170,487
2171,1039
2172,1606
2173,237
2174,271
2175,1390
2176,173
2177,1781
2178,1108
2179,1891
2180,518
2181,1686
2182,525
2183,467
2184,412
2185,1533
2186,1151
2187,1107
2188,1697
2189,372
2190,1895
2191,173
2192,783
2193,1534
2194,173
2195,2427
2196,883
2197,1643
2198,2035
2199,2019
2200,71
2201,173
2202,834
2203,458
2204,1611
2205,2343
2206,2159
2207,1709
2208,2293
2209,173
2210,1625
2211,372
2212,173
2213,173
2214,950
2215,2031
2216,834
2217,748
2218,2389
2219,834
2220,1730
2221,173
2222,224
2223,1089
2224,372
2225,708
2226,2314
2227,295
2228,834
2229,1859
2230,899
2231,1921
2232,1945
2233,29
2234,503
2235,2420
2236,173
2237,1283
2238,2358
2239,131
2240,173
2241,173
2242,372
2243,2106
2244,566
2245,834
2246,501
2247,39
2248,1547
2249,1633
2250,1454
2251,173
2252,2150
2253,2300
2254,1753
2255,2177
2256,397
2257,320
2258,173
2259,1688
2260,173
2261,1896
2262,389
2263,1993
2264,173
2265,372
2266,1848
2267,1151
2268,1768
2269,2305
2270,2392
2271,1636
2272,173
2273,173
2274,491
2275,1348
2276,196
2277,173
2278,1582
2279,173
2280,173
2281,173
2282,537
2283,630
2284,1187
2285,173
2286,516
2287,173
2288,335
2289,1017
2290,992
2291,2325
2292,2290
2293,979
2294,465
2295,173
2296,519
2297,372
2298,173
2299,1758
2300,2125
2301,165
2302,501
2303,173
2304,173
2305,2048
2306,173
2307,1690
2308,2089
2309,173
2310,372
2311,1493
2312,173
2313,372
2314,389
2315,173
2316,298
2317,830
2318,1706
2319,173
2320,173
2321,1792
2322,330
2323,143
2324,1330
2325,298
2326,2157
2327,2244
2328,173
2329,173
2330,173
2331,1942
2332,504
2333,1039
2334,1645
2335,432
2336,53
2337,372
2338,2035
2339,39
2340,173
2341,501
2342,1039
2343,2210
2344,2389
2345,173
2346,173
2347,372
2348,1737
2349,173
2350,510
2351,90
2352,173
2353,459
2354,2035
2355,2323
2356,173
2357,483
2358,173
2359,1847
2360,2389
2361,2427
2362,501
2363,2410
2364,2035
2365,17
2366,1
2367,380
2368,372
2369,2000
2370,435
2371,834
2372,2232
2373,834
2374,173
2375,503
2376,173
2377,107
2378,173
2379,1625
2380,173
2381,2255
2382,404
2383,402
2384,173
2385,173
2386,173
2387,0
2388,223
2389,2035
2390,2323
2391,834
2392,2140
2393,525
2394,834
2395,1358
2396,372
2397,801
2398,173
2399,1424
2400,1782
2401,39
2402,487
2403,518
2404,173
2405,173
2406,1835
2407,1986
2408,71
2409,834
2410,1456
2411,372
2412,372
2413,173
2414,327
2415,510
2416,944
2417,173
2418,2106
2419,2157
2420,1193
2421,1304
2422,173
2423,2427
2424,372
2425,1775
2426,173
2427,2035
