,0
1090,1
1091,10
1092,187
1093,2
1094,6
1095,4
1096,1
1097,3
1098,25
1099,4
1100,7
1101,3
1102,48
1103,4
1104,8
1105,13
1106,11
1107,3
1108,24
1109,1
1110,8
1111,8
1112,1
1113,2
1114,3
1115,7
1116,26
1117,1
1118,3
1119,3
1120,1
1121,2
1122,5
1123,2
1124,1
1125,26
1126,11
1127,5
1128,4
1129,3
1130,8
1131,3
1132,3
1133,6
1134,6
1135,1
1136,1
1137,14
1138,24
1139,3
1140,1
1141,3
1142,20
1143,3
1144,4
1145,2
1146,2
1147,2
1148,13
1149,7
1150,1
1151,7
1152,1
1153,6
1154,2
1155,2
1156,18
1157,6
1158,55
1159,1
1160,27
1161,1
1162,15
1163,2
1164,15
1165,7
1166,5
1167,1
1168,2
1169,5
1170,13
1171,15
1172,10
1173,7
1174,4
1175,2
1176,9
1177,1
1178,7
1179,11
1180,9
1181,16
1182,5
1183,2
1184,13
1185,5
1186,1
1187,1
1188,4
1189,1
1190,8
1191,25
1192,22
1193,1
1194,3
1195,4
1196,3
1197,1
1198,3
1199,2
1200,3
1201,1
1202,9
1203,3
1204,11
1205,9
1206,26
1207,5
1208,2
1209,4
1210,14
1211,14
1212,1
1213,2
1214,3
1215,1
1216,11
1217,9
1218,10
1219,1
1220,2
1221,3
1222,2
1223,3
1224,1
1225,2
1226,2
1227,10
1228,6
1229,1
1230,3
1231,4
1232,9
1233,1
1234,8
1235,1
1236,3
1237,6
1238,1
1239,1
1240,3
1241,8
1242,10
1243,1
1244,1
1245,5
1246,15
1247,1
1248,2
1249,3
1250,1
1251,6
1252,8
1253,17
1254,1
1255,4
1256,6
1257,4
1258,4
1259,6
1260,5
1261,16
1262,1
1263,14
1264,12
1265,3
1266,5
1267,4
1268,6
1269,1
1270,4
1271,13
1272,1
1273,1
1274,29
1275,3
1276,12
1277,12
1278,13
1279,8
1280,14
1281,6
1282,5
1283,6
1284,19
1285,4
1286,2
1287,9
1288,4
1289,2
1290,1
1291,38
1292,2
1293,9
1294,2
1295,8
1296,4
1297,1
1298,1
1299,6
1300,1
1301,31
1302,13
1303,17
1304,5
1305,9
1306,2
1307,4
1308,5
1309,197
1310,2
1311,1
1312,2
1313,16
1314,9
1315,28
1316,20
1317,14
1318,1
1319,1
1320,11
1321,5
1322,36
1323,3
1324,2
1325,1
1326,4
1327,12
1328,5
1329,1
1330,3
1331,9
1332,6
1333,4
1334,1
1335,4
1336,7
1337,1
1338,7
1339,2
1340,6
1341,5
1342,5
1343,3
1344,2
1345,1
1346,6
1347,9
1348,33
1349,3
1350,1
1351,1
1352,4
1353,4
1354,20
1355,6
1356,1
1357,19
1358,2
1359,48
1360,6
1361,72
1362,2
1363,1
1364,1
1365,8
1366,4
1367,1
1368,4
1369,1
1370,37
1371,4
1372,2
1373,57
1374,3
1375,4
1376,1
1377,6
1378,1
1379,10
1380,1
1381,30
1382,5
1383,29
1384,2
1385,1
1386,1
1387,5
1388,10
1389,1
1390,6
1391,2
1392,7
1393,4
1394,4
1395,1
1396,9
1397,1
1398,1
1399,3
1400,1
1401,1
1402,4
1403,1
1404,2
1405,1
1406,6
1407,19
1408,3
1409,3
1410,5
1411,1
1412,15
1413,1
1414,1
1415,1
1416,4
1417,11
1418,5
1419,1
1420,8
1421,1
1422,1
1423,19
1424,8
1425,3
1426,3
1427,28
1428,3
1429,9
1430,4
1431,1
1432,12
1433,18
1434,1
1435,3
1436,4
1437,1
1438,3
1439,10
1440,9
1441,6
1442,1
1443,2
1444,1
1445,2
1446,1
1447,23
1448,1
1449,2
1450,1
1451,1
1452,12
1453,4
1454,2
1455,1
1456,1
1457,1
1458,9
1459,4
1460,5
1461,4
1462,1
1463,1
1464,2
1465,1
1466,6
1467,4
1468,19
1469,17
1470,25
1471,15
1472,2
1473,1
1474,6
1475,31
1476,6
1477,5
1478,3
1479,10
1480,1
1481,3
1482,4
1483,1
1484,2
1485,8
1486,4
1487,3
1488,8
1489,32
1490,14
1491,12
1492,6
1493,1
1494,4
1495,4
1496,2
1497,3
1498,1
1499,2
1500,3
1501,1
1502,2
1503,3
1504,1
1505,1
1506,6
1507,10
1508,47
1509,10
1510,5
1511,9
1512,4
1513,1
1514,45
1515,1
1516,13
1517,1
1518,7
1519,1
1520,12
1521,13
1522,4
1523,1
1524,3
1525,1
1526,5
1527,7
1528,1
1529,1
1530,1
1531,13
1532,7
1533,1
1534,16
1535,1
1536,19
1537,13
1538,1
1539,2
1540,7
1541,3
1542,39
1543,5
1544,29
1545,5
1546,5
1547,3
1548,4
1549,1
1550,1
1551,4
1552,5
1553,11
1554,2
1555,2
1556,2
1557,3
1558,17
1559,3
1560,6
1561,5
1562,11
1563,1
1564,1
1565,3
1566,3
1567,6
1568,1
1569,8
1570,13
1571,19
1572,21
1573,5
1574,1
1575,18
1576,9
1577,1
1578,4
1579,1
1580,3
1581,34
1582,2
1583,117
1584,3
1585,2
1586,1
1587,4
1588,2
1589,1
1590,4
1591,11
1592,1
1593,15
1594,1
1595,4
1596,3
1597,7
1598,1
1599,2
1600,2
1601,1
1602,1
1603,2
1604,1
1605,2
1606,2
1607,9
1608,5
1609,6
1610,2
1611,11
1612,1
1613,2
1614,1
1615,1
1616,2
1617,5
1618,2
1619,3
1620,8
1621,1
1622,2
1623,41
1624,3
1625,1
1626,2
1627,1
1628,23
1629,14
1630,3
1631,2
1632,12
1633,3
1634,5
1635,3
1636,25
1637,5
1638,8
1639,1
1640,4
1641,1
1642,3
1643,1
1644,13
1645,1
1646,3
1647,4
1648,6
1649,3
1650,11
1651,2
1652,21
1653,6
1654,4
1655,3
1656,4
1657,2
1658,13
1659,2
1660,5
1661,55
1662,20
1663,8
1664,2
1665,22
1666,9
1667,7
1668,6
1669,5
1670,10
1671,8
1672,1
1673,2
1674,17
1675,2
1676,6
1677,1
1678,2
1679,1
1680,1
1681,10
1682,4
1683,4
1684,17
1685,3
1686,5
1687,6
1688,6
1689,109
1690,3
1691,11
1692,30
1693,52
1694,17
1695,1
1696,77
1697,1
1698,3
1699,2
1700,3
1701,2
1702,8
1703,7
1704,3
1705,6
1706,13
1707,5
1708,2
1709,18
1710,4
1711,6
1712,1
1713,4
1714,3
1715,16
1716,1
1717,3
1718,3
1719,11
1720,2
1721,1
1722,1
1723,2
1724,10
1725,2
1726,52
1727,25
1728,10
1729,2
1730,67
1731,2
1732,1
1733,9
1734,5
1735,14
1736,3
1737,2
1738,1
1739,1
1740,11
1741,11
1742,1
1743,3
1744,6
1745,1
1746,2
1747,36
1748,11
1749,26
1750,3
1751,1
1752,1
1753,9
1754,11
1755,4
1756,10
1757,3
1758,59
1759,2
1760,10
1761,10
1762,1
1763,1
1764,24
1765,1
1766,10
1767,1
1768,10
1769,1
1770,12
1771,3
1772,16
1773,14
1774,2
1775,6
1776,11
1777,21
1778,30
1779,2
1780,6
1781,11
1782,5
1783,25
1784,8
1785,2
1786,1
1787,4
1788,51
1789,10
1790,1
1791,3
1792,10
1793,2
1794,37
1795,9
1796,2
1797,2
1798,6
1799,2
1800,2
1801,1
1802,2
1803,8
1804,2
1805,8
1806,5
1807,4
1808,12
1809,1
1810,1
1811,2
1812,18
1813,2
1814,10
1815,10
1816,2
1817,4
1818,1
1819,7
1820,7
1821,1
1822,10
1823,1
1824,1
1825,1
1826,2
1827,2
1828,1
1829,2
1830,7
1831,7
1832,10
1833,31
1834,2
1835,2
1836,19
1837,4
1838,2
1839,23
1840,28
1841,3
1842,14
1843,5
1844,41
1845,11
1846,39
1847,2
1848,10
1849,1
1850,20
1851,11
1852,44
1853,2
1854,1
1855,5
1856,6
1857,10
1858,2
1859,4
1860,4
1861,6
1862,7
1863,4
1864,2
1865,8
1866,1
1867,2
1868,1
1869,5
1870,10
1871,27
1872,1
1873,10
1874,16
1875,52
1876,8
1877,7
1878,11
1879,2
1880,13
1881,6
1882,8
1883,2
1884,1
1885,23
1886,2
1887,36
1888,3
1889,1
1890,24
1891,2
1892,5
1893,9
1894,3
1895,4
1896,17
1897,2
1898,7
1899,3
1900,24
1901,11
1902,3
1903,16
1904,2
1905,17
1906,4
1907,1
1908,1
1909,3
1910,2
1911,9
1912,6
1913,2
1914,14
1915,10
1916,16
1917,2
1918,1
1919,2
1920,2
1921,4
1922,2
1923,11
1924,9
1925,5
1926,12
1927,6
1928,3
1929,1
1930,2
1931,11
1932,2
1933,2
1934,2
1935,5
1936,4
1937,4
1938,1
1939,14
1940,5
1941,8
1942,4
1943,5
1944,4
1945,3
1946,44
1947,4
1948,4
1949,4
1950,57
1951,43
1952,12
1953,2
1954,4
1955,7
1956,15
1957,5
1958,1
1959,2
1960,7
1961,21
1962,15
1963,7
1964,5
1965,21
1966,2
1967,4
1968,15
1969,15
1970,8
1971,5
1972,64
1973,3
1974,2
1975,11
1976,1
1977,8
1978,1
1979,10
1980,2
1981,2
1982,6
1983,6
1984,9
1985,2
1986,5
1987,3
1988,20
1989,4
1990,3
1991,1
1992,5
1993,2
1994,335
1995,15
1996,2
1997,7
1998,23
1999,6
2000,6
2001,8
2002,4
2003,1
2004,8
2005,1
2006,10
2007,5
2008,3
2009,33
2010,2
2011,1
2012,7
2013,1
2014,2
2015,16
2016,4
2017,4
2018,4
2019,1
2020,5
2021,9
2022,7
2023,44
2024,14
2025,2
2026,6
2027,3
2028,79
2029,18
2030,5
2031,7
2032,7
2033,1
2034,1
2035,40
2036,2
2037,20
2038,2
2039,4
2040,2
2041,5
2042,11
2043,1
2044,9
2045,5
2046,5
2047,1
2048,1
2049,1
2050,1
2051,1
2052,3
2053,5
2054,15
2055,6
2056,2
2057,7
2058,6
2059,4
2060,1
2061,7
2062,3
2063,1
2064,2
2065,1
2066,1
2067,13
2068,3
2069,27
2070,1
2071,3
2072,2
2073,12
2074,1
2075,114
2076,18
2077,1
2078,23
2079,2
2080,19
2081,1
2082,6
2083,15
2084,14
2085,2
2086,5
2087,4
2088,1
2089,15
2090,4
2091,3
2092,17
2093,2
2094,3
2095,2
2096,5
2097,4
2098,6
2099,1
2100,7
2101,1
2102,1
2103,23
2104,3
2105,1
2106,1
2107,2
2108,3
2109,3
2110,7
2111,11
2112,5
2113,2
2114,12
2115,15
2116,8
2117,4
2118,3
2119,1
2120,5
2121,73
2122,2
2123,3
2124,8
2125,44
2126,1
2127,17
2128,1
2129,8
2130,1
2131,18
2132,3
2133,30
2134,1
2135,2
2136,3
2137,11
2138,4
2139,6
2140,3
2141,23
2142,4
2143,3
2144,21
2145,20
2146,6
2147,2
2148,32
2149,1
2150,5
2151,1
2152,5
2153,3
2154,7
2155,16
2156,1
2157,9
2158,1
2159,21
2160,6
2161,14
2162,11
2163,3
2164,1
2165,13
2166,4
2167,10
2168,4
2169,1
2170,1
2171,10
2172,7
2173,12
2174,9
2175,7
2176,10
2177,4
2178,11
2179,5
2180,1
2181,2
2182,1
2183,5
2184,4
2185,1
2186,2
2187,1
2188,1
2189,24
2190,7
2191,8
2192,4
2193,7
2194,1
2195,8
2196,2
2197,4
2198,7
2199,4
2200,7
2201,4
2202,8
2203,8
2204,1
2205,48
2206,26
2207,4
2208,11
2209,1
2210,1
2211,1
2212,17
2213,5
2214,1
2215,6
2216,1
2217,10
2218,7
2219,8
2220,2
2221,2
2222,14
2223,3
2224,2
2225,4
2226,6
2227,3
2228,32
2229,2
2230,1
2231,8
2232,3
2233,1
2234,1
2235,5
2236,18
2237,3
2238,7
2239,1
2240,1
2241,11
2242,10
2243,10
2244,4
2245,3
2246,6
2247,12
2248,2
2249,3
2250,7
2251,24
2252,2
2253,63
2254,6
2255,14
2256,3
2257,4
2258,23
2259,1
2260,2
2261,2
2262,2
2263,43
2264,4
2265,10
2266,4
2267,5
2268,28
2269,1
2270,9
2271,2
2272,8
2273,4
2274,2
2275,29
2276,5
2277,5
2278,9
2279,1
2280,2
2281,1
2282,1
2283,7
2284,7
2285,22
2286,3
2287,1
2288,3
2289,2
2290,2
2291,12
2292,3
2293,5
2294,4
2295,19
2296,6
2297,5
2298,1
2299,3
2300,3
2301,9
2302,5
2303,1
2304,2
2305,27
2306,3
2307,23
2308,1
2309,1
2310,4
2311,9
2312,2
2313,4
2314,3
2315,16
2316,47
2317,3
2318,1
2319,3
2320,6
2321,5
2322,6
2323,6
2324,5
2325,1
2326,4
2327,2
2328,2
2329,24
2330,12
2331,4
2332,6
2333,32
2334,6
2335,1
2336,8
2337,13
2338,3
2339,1
2340,15
2341,9
2342,1
2343,3
2344,2
2345,3
2346,2
2347,6
2348,1
2349,6
2350,5
2351,3
2352,4
2353,1
2354,10
2355,4
2356,1
2357,5
2358,13
2359,1
2360,1
2361,1
2362,2
2363,1
2364,5
2365,3
2366,10
2367,10
2368,19
2369,2
2370,3
2371,1
2372,15
2373,4
2374,4
2375,4
2376,2
2377,3
2378,5
2379,19
2380,1
2381,2
2382,147
2383,1
2384,28
2385,3
2386,2
2387,8
2388,12
2389,26
2390,1
2391,4
2392,1
2393,1
2394,37
2395,8
2396,5
2397,1
2398,19
2399,30
2400,4
2401,17
2402,2
2403,5
2404,8
2405,4
2406,21
2407,4
2408,2
2409,5
2410,5
2411,14
2412,2
2413,4
2414,9
2415,6
2416,6
2417,9
2418,2
2419,3
2420,1
2421,5
2422,1
2423,21
2424,11
2425,2
2426,9
2427,9
2428,4
2429,2
2430,3
2431,14
2432,5
2433,2
2434,2
2435,25
2436,1
2437,17
2438,2
2439,5
2440,36
2441,4
2442,2
2443,6
2444,7
2445,3
2446,4
2447,13
2448,3
2449,1
2450,2
2451,19
2452,18
2453,6
2454,3
2455,1
2456,24
2457,1
2458,1
2459,6
2460,3
2461,4
2462,7
2463,13
2464,2
2465,2
2466,6
2467,3
2468,22
2469,1
2470,4
2471,2
2472,3
2473,15
2474,5
2475,1
2476,10
2477,12
2478,1
2479,4
2480,12
2481,1
2482,3
2483,5
2484,9
2485,10
2486,48
2487,2
2488,1
2489,1
2490,6
2491,6
2492,7
2493,6
2494,5
2495,1
2496,3
2497,13
2498,2
2499,1
2500,23
2501,8
2502,1
2503,18
2504,8
2505,3
2506,9
2507,10
2508,3
2509,4
2510,43
2511,5
2512,1
2513,71
2514,14
2515,2
2516,7
2517,24
2518,3
2519,2
2520,1
2521,5
2522,3
2523,11
2524,5
2525,5
2526,2
2527,2
2528,2
2529,20
2530,18
2531,3
2532,3
2533,1
2534,4
2535,1
2536,7
2537,7
2538,1
2539,1
2540,3
2541,1
2542,27
2543,4
2544,1
2545,10
2546,17
2547,2
2548,14
2549,6
2550,8
2551,4
2552,11
2553,2
2554,1
2555,6
2556,6
2557,1
2558,8
2559,15
2560,3
2561,19
2562,2
2563,1
2564,10
2565,14
2566,11
2567,3
2568,1
2569,2
2570,7
2571,4
2572,6
2573,3
2574,5
2575,4
2576,11
2577,15
2578,2
2579,13
2580,14
2581,5
2582,1
2583,19
2584,31
2585,1
2586,15
2587,1
2588,1
2589,2
2590,7
2591,2
2592,15
2593,6
2594,1
2595,3
2596,7
2597,8
2598,33
2599,1
2600,1
2601,16
2602,5
2603,7
2604,1
2605,19
2606,1
2607,3
2608,3
2609,8
2610,8
2611,4
2612,1
2613,1
2614,1
2615,1
2616,3
2617,8
2618,3
2619,21
2620,1
2621,6
2622,3
2623,1
2624,4
2625,2
2626,2
2627,23
2628,5
2629,1
2630,2
2631,2
2632,1
2633,5
2634,7
2635,3
2636,9
2637,9
2638,13
2639,10
2640,4
2641,5
2642,8
2643,3
2644,10
2645,5
2646,8
2647,1
2648,3
2649,1
2650,102
2651,7
2652,2
2653,4
2654,20
2655,4
2656,2
2657,4
2658,19
2659,1
2660,4
2661,5
2662,10
2663,14
2664,5
2665,2
2666,3
2667,9
2668,1
2669,9
2670,38
2671,4
2672,17
2673,1
2674,5
2675,2
2676,3
2677,4
2678,110
2679,1
2680,3
2681,5
2682,11
2683,4
2684,3
2685,1
2686,6
2687,24
2688,2
2689,1
2690,3
2691,2
2692,3
2693,4
2694,2
2695,1
2696,9
2697,1
2698,29
2699,8
2700,7
2701,2
2702,3
2703,1
2704,7
2705,5
2706,2
2707,4
2708,20
2709,2
2710,17
2711,5
2712,2
2713,2
2714,5
2715,8
2716,10
2717,2
2718,18
2719,24
2720,1
2721,11
2722,3
2723,3
2724,9
2725,1
2726,3
2727,1
2728,3
2729,36
2730,1
2731,12
2732,6
2733,2
2734,2
2735,21
2736,2
2737,7
2738,44
2739,2
2740,7
2741,10
2742,9
2743,20
2744,8
2745,1
2746,4
2747,8
2748,20
2749,3
2750,16
2751,2
2752,1
2753,1
2754,1
2755,20
2756,3
2757,17
2758,3
2759,11
2760,5
2761,2
2762,6
2763,16
2764,1
2765,1
2766,1
2767,5
2768,5
2769,1
2770,2
2771,1
2772,1
2773,1
2774,2
2775,1
2776,1
2777,8
2778,1
2779,9
2780,3
2781,6
2782,2
2783,8
2784,6
2785,2
2786,53
2787,1
2788,3
2789,3
2790,2
2791,3
2792,3
2793,5
2794,1
2795,3
2796,3
2797,11
2798,15
2799,4
2800,5
2801,7
2802,13
2803,6
2804,2
2805,9
2806,1
2807,8
2808,6
2809,14
2810,6
2811,1
2812,18
2813,1
2814,2
2815,2
2816,7
2817,1
2818,6
2819,1
2820,10
2821,2
2822,9
2823,1
2824,2
2825,2
2826,15
2827,1
2828,4
2829,1
2830,4
2831,4
2832,2
2833,24
2834,1
2835,2
2836,2
2837,2
2838,4
2839,2
2840,3
2841,15
2842,14
2843,1
2844,3
2845,7
2846,10
2847,15
2848,1
2849,1
2850,10
2851,2
2852,1
2853,2
2854,9
2855,4
2856,1
2857,40
2858,1
2859,3
2860,15
2861,6
2862,2
2863,1
2864,5
2865,20
2866,1
2867,6
2868,3
2869,9
2870,4
2871,19
2872,16
2873,5
2874,14
2875,5
2876,9
2877,3
2878,12
2879,7
2880,9
2881,2
2882,1
2883,4
2884,1
2885,1
2886,1
2887,1
2888,4
2889,12
2890,3
2891,24
2892,3
2893,4
2894,1
2895,2
2896,10
2897,14
2898,1
2899,1
2900,4
2901,1
2902,3
2903,1
2904,4
2905,16
2906,17
2907,1
2908,14
2909,7
2910,11
2911,6
2912,4
2913,3
2914,19
2915,4
2916,5
2917,9
2918,2
2919,28
2920,102
2921,20
2922,1
2923,4
2924,3
2925,20
2926,6
2927,3
2928,26
2929,3
2930,3
2931,7
2932,8
2933,30
2934,31
2935,6
2936,3
2937,8
2938,7
2939,26
2940,28
2941,5
2942,3
2943,3
2944,5
2945,3
2946,6
2947,14
2948,30
2949,1
2950,3
2951,1
2952,7
2953,3
2954,3
2955,16
2956,3
2957,1
2958,1
2959,13
2960,10
2961,2
2962,21
2963,1
2964,3
2965,1
2966,1
2967,10
2968,5
2969,4
2970,5
2971,35
2972,2
2973,11
2974,12
2975,4
2976,5
2977,6
2978,17
2979,2
2980,1
2981,2
2982,6
2983,1
2984,12
2985,14
2986,2
2987,1
2988,1
2989,1
2990,28
2991,1
2992,27
2993,13
2994,1
2995,4
2996,2
2997,5
