,movieID,recomendation,movie name,recomendation name,num_reviews,avg_review
115,207,289,"Walk in the Clouds, A (1995)",Only You (1994),5018,3.3732562774013553
116,208,1527,Waterworld (1995),"Fifth Element, The (1997)",27377,2.8652335902399826
117,215,8638,Before Sunrise (1995),Before Sunset (2004),6582,3.914843512610149
118,216,2706,Billy Madison (1995),American Pie (1999),9048,3.2408267020335986
119,218,207,Boys on the Side (1995),"Walk in the Clouds, A (1995)",3864,3.285843685300207
120,222,282,Circle of Friends (1995),Nell (1994),5374,3.5284704131001114
121,223,2502,Clerks (1994),Office Space (1999),24050,3.847214137214137
122,224,357,Don Juan DeMarco (1995),Four Weddings and a Funeral (1994),7809,3.4449993597131514
123,225,2763,Disclosure (1994),"Thomas Crown Affair, The (1999)",11592,3.2840320910973086
124,227,165,Drop Zone (1994),Die Hard: With a Vengeance (1995),4189,3.0618285987109095
125,229,1344,Death and the Maiden (1994),Cape Fear (1962),2256,3.5625
126,230,28,Dolores Claiborne (1995),Persuasion (1995),6729,3.588200326943082
127,231,1923,Dumb & Dumber (Dumb and Dumber) (1994),There's Something About Mary (1998),31843,2.964968752944132
128,232,1300,Eat Drink Man Woman (Yin shi nan nu) (1994),My Life as a Dog (Mitt liv som hund) (1985),5620,4.027935943060498
129,233,111759,Exotica (1994),Edge of Tomorrow (2014),3204,3.533083645443196
130,234,8360,Exit to Eden (1994),Shrek 2 (2004),2952,2.6703929539295395
131,235,3911,Ed Wood (1994),Best in Show (2000),15582,3.664388396868181
132,236,539,French Kiss (1995),Sleepless in Seattle (1993),11357,3.3150479880250066
133,237,339,Forget Paris (1995),While You Were Sleeping (1995),5770,3.2214038128249567
134,239,1020,"Goofy Movie, A (1995)",Cool Runnings (1993),3368,3.08521377672209
135,246,2859,Hoop Dreams (1994),Stop Making Sense (1984),9739,4.028236985316767
136,247,903,Heavenly Creatures (1994),Vertigo (1958),7144,3.8224384098544233
137,248,333,Houseguest (1994),Tommy Boy (1995),2866,3.0080251221214236
138,249,1225,Immortal Beloved (1994),Amadeus (1984),4542,3.675253192426244
139,252,339,I.Q. (1994),While You Were Sleeping (1995),9280,3.215840517241379
140,253,1339,Interview with the Vampire: The Vampire Chronicles (1994),Dracula (Bram Stoker's Dracula) (1992),27577,3.508920477209269
141,256,434,Junior (1994),Cliffhanger (1993),9442,2.7017581020970134
142,257,280,Just Cause (1995),Murder in the First (1995),3542,3.4075381140598533
143,260,1196,Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),68717,4.120188599618726
144,261,262,Little Women (1994),"Little Princess, A (1995)",9656,3.627589063794532
145,262,531,"Little Princess, A (1995)","Secret Garden, The (1993)",4008,3.7653443113772456
146,265,232,Like Water for Chocolate (Como agua para chocolate) (1992),Eat Drink Man Woman (Yin shi nan nu) (1994),10781,3.921667748817364
147,266,590,Legends of the Fall (1994),Dances with Wolves (1990),15759,3.5003490069166827
148,267,262,Major Payne (1995),"Little Princess, A (1995)",3757,2.886744743146127
149,272,26,"Madness of King George, The (1994)",Othello (1995),7136,3.7400504484304933
150,273,1348,Mary Shelley's Frankenstein (Frankenstein) (1994),"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",6796,3.132062978222484
151,276,277,Milk Money (1994),Miracle on 34th Street (1994),4968,2.978864734299517
152,277,1028,Miracle on 34th Street (1994),Mary Poppins (1964),8574,3.4048868672731514
153,280,151,Murder in the First (1995),Rob Roy (1995),4680,3.7172008547008546
154,281,348,Nobody's Fool (1994),Bullets Over Broadway (1994),3588,3.661371237458194
155,282,337,Nell (1994),What's Eating Gilbert Grape (1993),10402,3.409440492213036
156,288,3535,Natural Born Killers (1994),American Psycho (2000),23259,3.2577711853476075
157,289,237,Only You (1994),Forget Paris (1995),2963,3.3515018562267973
158,290,6385,Once Were Warriors (1994),Whale Rider (2002),3749,3.9737263270205387
159,292,377,Outbreak (1995),Speed (1994),24760,3.4105008077544428
160,293,1249,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),"Femme Nikita, La (Nikita) (1990)",33680,4.0885985748218525
161,296,1089,Pulp Fiction (1994),Reservoir Dogs (1992),79672,4.188912039361382
162,299,1957,Priest (1994),Chariots of Fire (1981),2389,3.71598995395563
163,300,529,Quiz Show (1994),Searching for Bobby Fischer (1993),18997,3.66378901931884
164,303,2859,"Quick and the Dead, The (1995)",Stop Making Sense (1984),6532,3.0432486221677895
165,305,4246,Ready to Wear (Pret-A-Porter) (1994),Bridget Jones's Diary (2001),3105,2.7103059581320452
166,306,307,Three Colors: Red (Trois couleurs: Rouge) (1994),Three Colors: Blue (Trois couleurs: Bleu) (1993),7058,4.072966846132049
167,307,306,Three Colors: Blue (Trois couleurs: Bleu) (1993),Three Colors: Red (Trois couleurs: Rouge) (1994),6616,3.981408706166868
168,308,306,Three Colors: White (Trzy kolory: Bialy) (1994),Three Colors: Red (Trois couleurs: Rouge) (1994),5085,3.9024582104228123
169,314,531,"Secret of Roan Inish, The (1994)","Secret Garden, The (1993)",3775,3.849933774834437
170,315,23,"Specialist, The (1994)",Assassins (1995),10295,2.8919378338999513
171,316,1371,Stargate (1994),Star Trek: The Motion Picture (1979),30910,3.3710611452604335
172,317,500,"Santa Clause, The (1994)",Mrs. Doubtfire (1993),15733,3.128074747346342
173,318,3147,"Shawshank Redemption, The (1994)","Green Mile, The (1999)",81482,4.413576004516335
174,319,608,Shallow Grave (1994),Fargo (1996),6727,3.775382785788613
175,322,281,Swimming with Sharks (1995),Nobody's Fool (1994),2800,3.668214285714286
176,327,435,Tank Girl (1995),Coneheads (1993),6691,2.816469884920042
177,328,2890,Tales from the Crypt Presents: Demon Knight (1995),Three Kings (1999),2311,3.146257031588057
178,329,2393,Star Trek: Generations (1994),Star Trek: Insurrection (1998),24615,3.322669104204753
179,332,84392,Village of the Damned (1995),"Lincoln Lawyer, The (2011)",2038,2.773307163886163
180,333,344,Tommy Boy (1995),Ace Ventura: Pet Detective (1994),10852,3.356478068558791
181,337,1956,What's Eating Gilbert Grape (1993),Ordinary People (1980),17234,3.7512185215272136
182,338,5878,Virtuosity (1995),Talk to Her (Hable con Ella) (2002),4341,2.9854872149274363
183,339,539,While You Were Sleeping (1995),Sleepless in Seattle (1993),22111,3.4993894441680613
184,342,345,Muriel's Wedding (1994),"Adventures of Priscilla, Queen of the Desert, The (1994)",10735,3.507638565440149
185,344,231,Ace Ventura: Pet Detective (1994),Dumb & Dumber (Dumb and Dumber) (1994),37453,2.9898406002189413
186,345,1641,"Adventures of Priscilla, Queen of the Desert, The (1994)","Full Monty, The (1997)",9531,3.642062742629315
187,348,728,Bullets Over Broadway (1994),Cold Comfort Farm (1995),7399,3.6953642384105962
188,349,1610,Clear and Present Danger (1994),"Hunt for Red October, The (1990)",27766,3.6551898004754015
189,350,454,"Client, The (1994)","Firm, The (1993)",14696,3.466657593903103
190,351,289,"Corrina, Corrina (1994)",Only You (1994),3322,3.3049367850692355
191,353,253,"Crow, The (1994)",Interview with the Vampire: The Vampire Chronicles (1994),16219,3.517972748011591
192,355,432,"Flintstones, The (1994)",City Slickers II: The Legend of Curly's Gold (1994),9580,2.4127870563674323
193,356,3147,Forrest Gump (1994),"Green Mile, The (1999)",81491,4.048011436845787
194,357,1307,Four Weddings and a Funeral (1994),When Harry Met Sally... (1989),26709,3.6408326781234788
195,358,342,Higher Learning (1995),Muriel's Wedding (1994),2075,3.2518072289156628
196,361,11,It Could Happen to You (1994),"American President, The (1995)",4809,3.326783114992722
197,362,261,"Jungle Book, The (1994)",Little Women (1994),6993,3.377949377949378
198,364,588,"Lion King, The (1994)",Aladdin (1992),42745,3.817136507193824
199,366,5679,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","Ring, The (2002)",2660,2.9780075187969923
200,367,6373,"Mask, The (1994)",Bruce Almighty (2003),34621,3.183039195863782
201,368,165,Maverick (1994),Die Hard: With a Vengeance (1995),16475,3.412776934749621
202,370,466,Naked Gun 33 1/3: The Final Insult (1994),Hot Shots! Part Deux (1993),13958,2.9788651669293595
203,371,8014,"Paper, The (1994)","Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",3915,3.2587484035759897
204,372,94,Reality Bites (1994),Beautiful Girls (1996),7415,3.2500337154416723
205,373,913,Red Rock West (1992),"Maltese Falcon, The (1941)",3265,3.76906584992343
206,374,2926,Richie Rich (1994),Hairspray (1988),4953,2.4218655360387644
207,376,653,"River Wild, The (1994)",Dragonheart (1996),10374,3.2755446308077887
208,377,733,Speed (1994),"Rock, The (1996)",41302,3.481247881458525
209,378,942,Speechless (1994),Laura (1944),2125,3.1331764705882352
210,379,762,Timecop (1994),Striptease (1996),5362,2.7242633345766505
211,380,648,True Lies (1994),Mission: Impossible (1996),41673,3.4922731744774795
212,381,337,When a Man Loves a Woman (1994),What's Eating Gilbert Grape (1993),4476,3.390638963360143
213,382,91630,Wolf (1994),Mission: Impossible - Ghost Protocol (2011),5077,3.0406736261571794
214,383,280,Wyatt Earp (1994),Murder in the First (1995),4717,3.199915200339199
215,393,1285,Street Fighter (1994),Heathers (1989),2222,1.9003150315031503
216,405,36529,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Lord of War (2005),3357,2.441018766756032
217,410,532,Addams Family Values (1993),Serial Mom (1994),17836,3.0116337743888764
218,412,1296,"Age of Innocence, The (1993)","Room with a View, A (1986)",4231,3.559560387615221
219,413,215,Airheads (1994),Before Sunrise (1995),5737,2.8108767648596826
220,415,4310,Another Stakeout (1993),Pearl Harbor (2001),2938,2.808373042886317
221,417,246,Barcelona (1994),Hoop Dreams (1994),3007,3.520618556701031
222,419,1223,"Beverly Hillbillies, The (1993)","Grand Day Out with Wallace and Gromit, A (1989)",4219,2.4867267124911114
223,420,5541,Beverly Hills Cop III (1994),Hot Shots! (1991),13942,2.7501075885812654
224,423,4681,Blown Away (1994),"War of the Roses, The (1989)",2184,2.999084249084249
225,426,28,Body Snatchers (1993),Persuasion (1995),3021,3.1090698444223768
226,427,69406,Boxing Helena (1993),"Proposal, The (2009)",3078,2.5480831708901883
227,428,431,"Bronx Tale, A (1993)",Carlito's Way (1993),4785,3.823092998955068
228,431,16,Carlito's Way (1993),Casino (1995),8879,3.719788264444194
229,432,3,City Slickers II: The Legend of Curly's Gold (1994),Grumpier Old Men (1995),11729,2.72972972972973
230,434,204,Cliffhanger (1993),Under Siege 2: Dark Territory (1995),23089,3.0492658841872755
231,435,248,Coneheads (1993),Houseguest (1994),13194,2.5814764286797027
232,440,11,Dave (1993),"American President, The (1995)",17918,3.6009041187632547
233,441,2918,Dazed and Confused (1993),Ferris Bueller's Day Off (1986),8204,3.689785470502194
234,442,380,Demolition Man (1993),True Lies (1994),18088,3.0712903582485627
235,446,62999,Farewell My Concubine (Ba wang bie ji) (1993),Madagascar: Escape 2 Africa (2008),3472,3.889400921658986
236,448,166534,Fearless (1993),Split (2017),2743,3.555778344877871
237,450,122900,With Honors (1994),Ant-Man (2015),2750,3.3467272727272728
238,454,350,"Firm, The (1993)","Client, The (1994)",24161,3.4994205537850256
239,455,34,Free Willy (1993),Babe (1995),8275,2.617824773413897
240,457,2268,"Fugitive, The (1993)","Few Good Men, A (1992)",49638,3.9721584270115637
241,464,474,Hard Target (1993),In the Line of Fire (1993),3021,2.917576961271102
242,466,5541,Hot Shots! Part Deux (1993),Hot Shots! (1991),12947,2.939754383254808
243,468,357,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Four Weddings and a Funeral (1994),6711,3.3125465653404857
244,471,750,"Hudsucker Proxy, The (1994)",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),10631,3.6579813752234034
245,474,457,In the Line of Fire (1993),"Fugitive, The (1993)",17996,3.7212436096910424
246,475,508,In the Name of the Father (1993),Philadelphia (1993),8580,3.9152097902097904
247,477,497,What's Love Got to Do with It? (1993),Much Ado About Nothing (1993),4128,3.546511627906977
248,480,589,Jurassic Park (1993),Terminator 2: Judgment Day (1991),64144,3.6791749812920926
249,481,47,Kalifornia (1993),Seven (a.k.a. Se7en) (1995),4993,3.337772882034849
250,482,555,Killing Zoe (1994),True Romance (1993),2508,3.424043062200957
251,485,2115,Last Action Hero (1993),Indiana Jones and the Temple of Doom (1984),13156,2.7995211310428703
252,489,277,Made in America (1993),Miracle on 34th Street (1994),2765,2.7613019891500903
253,490,257,Malice (1993),Just Cause (1995),2935,3.3599659284497445
254,491,339,"Man Without a Face, The (1993)",While You Were Sleeping (1995),4991,3.405329593267882
255,492,965,Manhattan Murder Mystery (1993),"39 Steps, The (1935)",3038,3.653225806451613
256,493,318,Menace II Society (1993),"Shawshank Redemption, The (1994)",3450,3.6256521739130436
257,494,377,Executive Decision (1996),Speed (1994),11284,3.353110599078341
258,497,17,Much Ado About Nothing (1993),Sense and Sensibility (1995),13084,3.8821461326811373
259,500,586,Mrs. Doubtfire (1993),Home Alone (1990),34194,3.3863104638240626
260,502,8640,"Next Karate Kid, The (1994)",King Arthur (2004),3454,2.276491024898668
261,507,1095,"Perfect World, A (1993)",Glengarry Glen Ross (1992),3109,3.5279832743647477
262,508,36,Philadelphia (1993),Dead Man Walking (1995),19902,3.8021304391518442
263,509,282,"Piano, The (1993)",Nell (1994),15998,3.6811163895486936
264,514,3087,"Ref, The (1994)",Scrooged (1988),4285,3.4613768961493583
265,515,534,"Remains of the Day, The (1993)",Shadowlands (1993),9940,3.8977364185110663
266,516,28,Renaissance Man (1994),Persuasion (1995),3147,3.088179218303146
267,517,4310,Rising Sun (1993),Pearl Harbor (2001),3298,3.130988477865373
268,519,5015,RoboCop 3 (1993),Monster's Ball (2001),4697,2.1958697040664252
269,520,3868,Robin Hood: Men in Tights (1993),"Naked Gun: From the Files of Police Squad!, The (1988)",14245,3.0674973674973676
270,524,3916,Rudy (1993),Remember the Titans (2000),7233,3.5334577630305546
271,527,5995,Schindler's List (1993),"Pianist, The (2002)",60411,4.247579083279535
272,529,246,Searching for Bobby Fischer (1993),Hoop Dreams (1994),10037,3.8492079306565707
273,531,28,"Secret Garden, The (1993)",Persuasion (1995),7010,3.5358059914407987
274,532,337,Serial Mom (1994),What's Eating Gilbert Grape (1993),5555,3.061026102610261
275,533,318,"Shadow, The (1994)","Shawshank Redemption, The (1994)",3638,2.9327927432655305
276,534,497,Shadowlands (1993),Much Ado About Nothing (1993),4460,3.890470852017937
277,535,337,Short Cuts (1993),What's Eating Gilbert Grape (1993),5170,3.778046421663443
278,537,1047,Sirens (1994),"Long Kiss Goodnight, The (1996)",3085,3.1484602917341977
279,538,348,Six Degrees of Separation (1993),Bullets Over Broadway (1994),4684,3.7011101622544835
280,539,597,Sleepless in Seattle (1993),Pretty Woman (1990),28137,3.5094537441802607
281,540,1204,Sliver (1993),Lawrence of Arabia (1962),4550,2.719010989010989
282,541,1214,Blade Runner (1982),Alien (1979),36702,4.115838373930576
283,542,262,Son in Law (1993),"Little Princess, A (1995)",3309,2.8498035660320338
284,543,4489,So I Married an Axe Murderer (1993),Coming to America (1988),11396,3.2368374868374867
285,544,786,Striking Distance (1993),Eraser (1996),2058,2.9290573372206024
286,546,318,Super Mario Bros. (1993),"Shawshank Redemption, The (1994)",5371,2.06153416495997
287,548,227,Terminal Velocity (1994),Drop Zone (1994),2605,2.9001919385796544
288,550,64575,Threesome (1994),Doubt (2008),3063,3.0871694417238
289,551,37729,"Nightmare Before Christmas, The (1993)",Corpse Bride (2005),21940,3.738263445761167
290,552,362,"Three Musketeers, The (1993)","Jungle Book, The (1994)",12096,3.213334986772487
291,553,457,Tombstone (1993),"Fugitive, The (1993)",14333,3.703341938184609
292,555,296,True Romance (1993),Pulp Fiction (1994),15314,3.810891994253624
293,562,162,Welcome to the Dollhouse (1995),Crumb (1994),5787,3.7871954380508037
294,575,1028,"Little Rascals, The (1994)",Mary Poppins (1964),2614,2.9883320581484316
295,585,97,"Brady Bunch Movie, The (1995)","Hate (Haine, La) (1995)",8928,2.6616823476702507
296,586,2012,Home Alone (1990),Back to the Future Part III (1990),29540,3.141875423155044
297,587,597,Ghost (1990),Pretty Woman (1990),28516,3.4342123720016833
298,588,595,Aladdin (1992),Beauty and the Beast (1991),43373,3.6987526802388584
299,589,1240,Terminator 2: Judgment Day (1991),"Terminator, The (1984)",57379,3.94637410899458
300,590,266,Dances with Wolves (1990),Legends of the Fall (1994),41615,3.7256878529376425
301,592,58559,Batman (1989),"Dark Knight, The (2008)",44110,3.4069031965540693
302,593,1193,"Silence of the Lambs, The (1991)",One Flew Over the Cuckoo's Nest (1975),74127,4.151341616415071
303,594,1073,Snow White and the Seven Dwarfs (1937),Willy Wonka & the Chocolate Factory (1971),17940,3.5823021181716834
304,595,588,Beauty and the Beast (1991),Aladdin (1992),35723,3.6809198555552447
305,596,1032,Pinocchio (1940),Alice in Wonderland (1951),12742,3.4825773034060585
306,597,339,Pretty Woman (1990),While You Were Sleeping (1995),34234,3.42649120757142
307,599,1209,"Wild Bunch, The (1969)",Once Upon a Time in the West (C'era una volta il West) (1968),3219,3.958682820751786
308,605,11,One Fine Day (1996),"American President, The (1995)",3255,3.277880184331797
309,608,55820,Fargo (1996),No Country for Old Men (2007),47823,4.111421282646425
310,609,306,Homeward Bound II: Lost in San Francisco (1996),Three Colors: Red (Trois couleurs: Rouge) (1994),2317,3.0086318515321535
311,610,2396,Heavy Metal (1981),Shakespeare in Love (1998),7289,3.37419399094526
312,613,28,Jane Eyre (1996),Persuasion (1995),2227,3.6044005388414906
313,616,1028,"Aristocats, The (1970)",Mary Poppins (1964),8197,3.387031840917409
314,628,52604,Primal Fear (1996),Fracture (2007),10950,3.760456621004566
315,631,5954,All Dogs Go to Heaven 2 (1996),25th Hour (2002),2070,2.723913043478261
