,0
447,1376
448,291
449,344
450,196
451,239
452,665
453,3753
454,3753
455,1235
456,381
457,674
458,786
459,44
460,344
461,2828
462,3735
463,2101
464,211
465,196
466,850
467,321
468,629
469,2338
470,16
471,482
472,3098
473,47
474,3574
475,44
476,2944
477,3472
478,608
479,343
480,2708
481,44
482,173
483,1960
484,2800
485,608
486,3235
487,914
488,482
489,608
490,2382
491,1499
492,1004
493,3761
494,1862
495,44
496,665
497,44
498,660
499,505
500,497
501,3754
502,608
503,714
504,1077
505,389
506,660
507,1196
508,100
509,819
510,1812
511,173
512,300
513,1219
514,491
515,196
516,482
517,211
518,1256
519,669
520,665
521,3390
522,482
523,504
524,1424
525,1212
526,3761
527,658
528,156
529,756
530,3127
531,2326
532,574
533,1051
534,69
535,500
536,517
537,3130
538,504
539,3753
540,444
541,673
542,2682
543,527
544,178
545,286
546,110
547,1629
548,1436
549,44
550,482
551,482
552,211
553,451
554,111
555,3438
556,44
557,1283
558,2941
559,761
560,2646
561,1608
562,1222
563,125
564,2993
565,500
566,750
567,344
568,1232
569,3563
570,879
571,173
572,1070
573,504
574,196
575,3066
576,211
577,44
578,2719
579,3374
580,708
581,173
582,2918
583,211
584,482
585,378
586,1711
587,44
588,482
589,3754
590,2776
591,3754
592,211
593,1553
594,344
595,1213
596,89
597,211
598,824
599,355
600,0
601,1680
602,2062
603,1266
604,1070
605,2503
606,482
607,606
608,196
609,211
610,256
611,608
612,111
613,3656
614,211
615,660
616,1631
617,3066
618,1078
619,608
620,634
621,330
622,2865
623,211
624,355
625,3730
626,2626
627,211
628,3429
629,173
630,674
631,482
632,211
633,1868
634,1077
635,344
636,444
637,541
638,1118
639,1196
640,173
641,2352
642,497
643,2119
644,337
645,211
646,2389
647,634
648,804
649,211
650,3215
651,665
652,519
653,3574
654,750
655,608
656,211
657,1071
658,173
659,660
660,3066
661,355
662,482
663,656
664,487
665,211
666,355
667,3169
668,482
669,211
670,211
671,211
672,519
673,746
674,381
675,581
676,665
677,173
678,482
679,1169
680,716
681,761
682,497
683,344
684,680
685,750
686,482
687,1344
688,1232
689,656
690,196
691,527
692,978
693,344
694,708
695,673
696,665
697,3371
698,608
699,344
700,1771
701,44
702,634
703,1134
704,482
705,173
706,682
707,527
708,497
709,111
710,689
711,538
712,1212
713,770
714,196
715,1213
716,1077
717,1376
718,1581
719,196
720,634
721,211
722,520
723,1460
724,678
725,111
726,832
727,1613
728,658
729,44
730,44
731,2849
732,2969
733,211
734,497
735,200
736,671
737,2325
738,60
739,3209
740,444
741,505
742,389
743,678
744,27
745,659
746,2305
747,482
748,1606
749,173
750,344
751,689
752,210
753,173
754,778
755,196
756,705
757,389
758,1944
759,658
760,498
761,658
762,610
763,2332
764,211
765,1101
766,2559
767,196
768,211
769,1215
770,3754
771,3607
772,883
773,3753
774,3543
775,482
776,45
777,1179
778,1553
779,196
780,332
781,1368
782,1527
783,482
784,656
785,3389
786,196
787,1920
788,2777
789,2928
790,674
791,497
792,527
793,1519
794,44
795,608
796,682
797,239
798,2308
799,211
800,2919
801,599
802,482
803,1077
804,378
805,173
806,2762
807,2453
808,482
809,1326
810,674
811,211
812,2718
813,1499
814,2722
815,1108
816,111
817,1376
818,179
819,287
820,563
821,2418
822,211
823,1213
824,44
825,211
826,2677
827,500
828,1240
829,1213
830,1284
831,3194
832,1336
833,634
834,659
835,3733
836,608
837,608
838,3316
839,211
840,658
841,355
842,705
843,593
844,211
845,1393
846,599
847,870
848,1077
849,1578
850,2193
851,344
852,28
853,659
854,1202
855,1376
856,1438
857,44
858,482
859,793
860,367
861,497
862,674
863,1092
864,1425
865,344
866,680
867,3371
868,3276
869,497
870,196
871,608
872,196
873,2183
874,3369
875,1196
876,1376
877,211
878,211
879,608
880,668
881,608
882,1196
883,482
884,1551
885,765
886,425
887,608
888,1553
889,527
890,1586
891,851
892,211
893,3530
894,1215
895,3354
896,2762
897,1376
898,547
899,482
900,196
901,3410
902,665
903,636
904,1534
905,2553
906,196
907,3063
908,44
909,1539
910,196
911,956
912,196
913,211
914,2014
915,2585
916,211
917,3368
918,608
919,482
920,656
921,211
922,211
923,44
924,589
925,2451
926,482
927,1553
928,297
929,3743
930,2141
931,44
932,3754
933,173
934,482
935,3713
936,2008
937,1250
938,741
939,239
940,2561
941,2262
942,1569
943,669
944,1376
945,2596
946,44
947,44
948,3783
949,3177
950,44
951,1232
952,2596
953,1961
954,2914
955,211
956,173
957,737
958,504
959,2793
960,527
961,527
962,216
963,482
964,858
965,1915
966,741
967,2584
968,301
969,1377
970,2743
971,790
972,44
973,2795
974,2829
975,331
976,1799
977,3754
978,1022
979,1637
980,482
981,56
982,1213
983,551
984,2180
985,44
986,608
987,482
988,196
989,196
990,608
991,674
992,750
993,478
994,1389
995,211
996,1376
997,2240
998,389
999,527
1000,665
1001,656
1002,3279
1003,816
1004,1753
1005,3530
1006,665
1007,527
1008,1232
1009,1680
1010,1193
1011,538
1012,44
1013,741
1014,482
1015,608
1016,1081
1017,111
1018,527
1019,1013
1020,211
1021,608
1022,42
1023,927
1024,1061
1025,1821
1026,482
1027,111
1028,482
1029,482
1030,801
1031,2425
1032,1460
1033,483
1034,2881
1035,357
1036,907
1037,665
1038,50
1039,248
1040,3177
1041,1701
1042,661
1043,355
1044,3365
1045,1591
1046,1094
1047,680
1048,2455
1049,1575
1050,44
1051,332
1052,694
1053,1237
1054,3792
1055,344
1056,44
1057,260
1058,504
1059,3617
1060,239
1061,656
1062,678
1063,750
1064,211
1065,659
1066,633
1067,858
1068,634
1069,1586
1070,1376
1071,44
1072,44
1073,3756
1074,482
1075,196
1076,1841
1077,211
1078,1158
1079,3021
1080,562
1081,878
1082,1636
1083,3107
1084,676
1085,457
1086,1732
1087,2043
1088,1376
1089,694
1090,900
1091,3074
1092,3754
1093,754
1094,2387
1095,1581
1096,673
1097,3701
1098,1805
1099,2214
1100,2759
1101,2358
1102,2318
1103,44
1104,196
1105,741
1106,3284
1107,3541
1108,1077
1109,3212
1110,211
1111,2946
1112,1376
1113,2473
1114,3653
1115,3754
1116,3063
1117,2181
1118,2193
1119,608
1120,1956
1121,593
1122,482
1123,225
1124,1022
1125,2329
1126,90
1127,666
1128,1351
1129,44
1130,211
1131,1678
1132,44
1133,1866
1134,2338
1135,608
1136,1070
1137,527
1138,2113
1139,211
1140,211
1141,1376
1142,3031
1143,516
1144,211
1145,674
1146,3525
1147,3647
1148,173
1149,491
1150,1240
1151,44
1152,44
1153,3223
1154,178
1155,668
1156,173
1157,3136
1158,2408
1159,909
1160,2961
1161,639
1162,2554
1163,3175
1164,209
1165,163
1166,211
1167,527
1168,3678
1169,173
1170,2692
1171,252
1172,1463
1173,44
1174,3753
1175,3404
1176,1892
1177,2245
1178,1143
1179,659
1180,1880
1181,1077
1182,675
1183,3523
1184,2167
1185,492
1186,3057
1187,515
1188,2236
1189,1499
1190,3469
1191,3753
1192,3629
1193,538
1194,211
1195,3582
1196,634
1197,950
1198,656
1199,662
1200,1987
1201,112
1202,2471
1203,2937
1204,3281
1205,344
1206,196
1207,634
1208,693
1209,1380
1210,3498
1211,173
1212,196
1213,211
1214,482
1215,173
1216,1525
1217,423
1218,44
1219,1666
1220,211
1221,1834
1222,355
1223,632
1224,44
1225,1376
1226,482
1227,22
1228,44
1229,2843
1230,658
1231,917
1232,2358
1233,2772
1234,841
1235,44
1236,280
1237,196
1238,1929
1239,663
1240,660
1241,1575
1242,3189
1243,3754
1244,1497
1245,3204
1246,2162
1247,3573
1248,389
1249,44
1250,44
1251,877
1252,690
1253,588
1254,211
1255,39
1256,656
1257,1197
1258,2228
1259,173
1260,1628
1261,736
1262,44
1263,44
1264,44
1265,2161
1266,173
1267,44
1268,361
1269,44
1270,3301
1271,295
1272,1095
1273,1146
1274,1810
1275,2570
1276,3264
1277,1298
1278,482
1279,1969
1280,173
1281,173
1282,1241
1283,1376
1284,173
1285,1185
1286,608
1287,656
1288,1086
1289,44
1290,671
1291,211
1292,196
1293,44
1294,2148
1295,2449
1296,344
1297,1640
1298,536
1299,2931
1300,344
1301,482
1302,674
1303,381
1304,603
1305,3753
1306,44
1307,1205
1308,389
1309,556
1310,2952
1311,1556
1312,44
1313,2684
1314,1257
1315,3443
1316,3304
1317,1310
1318,3608
1319,344
1320,3575
1321,1360
1322,2305
1323,3265
1324,608
1325,1650
1326,1254
1327,608
1328,211
1329,3753
1330,173
1331,344
1332,3236
1333,1570
1334,251
1335,2256
1336,1357
1337,2125
1338,44
1339,695
1340,429
1341,5
1342,211
1343,668
1344,1499
1345,400
1346,2603
1347,89
1348,307
1349,682
1350,643
1351,726
1352,397
1353,436
1354,2120
1355,2381
1356,2029
1357,239
1358,1460
1359,1845
1360,336
1361,2082
1362,2193
1363,608
1364,1232
1365,3067
1366,1509
1367,587
1368,539
1369,2943
1370,1376
1371,264
1372,2158
1373,492
1374,958
1375,482
1376,608
1377,608
1378,200
1379,604
1380,3257
1381,44
1382,211
1383,3449
1384,1077
1385,668
1386,2332
1387,761
1388,3503
1389,500
1390,1777
1391,111
1392,1068
1393,1232
1394,907
1395,44
1396,398
1397,3735
1398,2533
1399,1580
1400,2248
1401,674
1402,3754
1403,3754
1404,482
1405,211
1406,3521
1407,1376
1408,3730
1409,658
1410,3672
1411,2934
1412,2354
1413,482
1414,3018
1415,2550
1416,278
1417,44
1418,344
1419,729
1420,44
1421,504
1422,1232
1423,2193
1424,211
1425,2491
1426,482
1427,1527
1428,608
1429,3626
1430,718
1431,3717
1432,173
1433,517
1434,660
1435,3170
1436,1284
1437,44
1438,1413
1439,2917
1440,211
1441,44
1442,608
1443,344
1444,3626
1445,527
1446,1376
1447,2193
1448,431
1449,515
1450,1462
1451,1581
1452,2443
1453,518
1454,1061
1455,1240
1456,111
1457,1106
1458,864
1459,658
1460,482
1461,211
1462,850
1463,962
1464,2844
1465,1232
1466,3753
1467,1621
1468,858
1469,1364
1470,1022
1471,281
1472,196
1473,374
1474,1196
1475,2874
1476,1376
1477,196
1478,999
1479,1261
1480,1252
1481,211
1482,750
1483,291
1484,446
1485,3755
1486,2746
1487,528
1488,665
1489,3753
1490,608
1491,1289
1492,1380
1493,307
1494,482
1495,527
1496,258
1497,568
1498,431
1499,1077
1500,660
1501,2327
1502,408
1503,1027
1504,44
1505,578
1506,443
1507,1232
1508,634
1509,1580
1510,1704
1511,1179
1512,2430
1513,1049
1514,2537
1515,407
1516,644
1517,44
1518,497
1519,680
1520,988
1521,1092
1522,2632
1523,112
1524,44
1525,1265
1526,211
1527,2029
1528,211
1529,239
1530,2008
1531,670
1532,541
1533,482
1534,3464
1535,196
1536,44
1537,2014
1538,3093
1539,2917
1540,481
1541,1134
1542,1248
1543,3299
1544,3735
1545,3485
1546,660
1547,1836
1548,497
1549,608
1550,196
1551,2542
1552,2907
1553,239
1554,3536
1555,381
1556,2193
1557,3754
1558,653
1559,3320
1560,1246
1561,44
1562,1212
1563,3066
1564,444
1565,608
1566,2846
1567,44
1568,760
1569,211
1570,2305
1571,444
1572,239
1573,1232
1574,3307
1575,3067
1576,2029
1577,178
1578,945
1579,2913
1580,482
1581,683
1582,111
1583,1240
1584,482
1585,741
1586,3337
1587,608
1588,2351
1589,1094
1590,608
1591,1805
1592,173
1593,1617
1594,2427
1595,665
1596,1518
1597,3243
1598,2438
1599,1557
1600,1240
1601,1232
1602,3090
1603,2557
1604,1077
1605,1928
1606,3624
1607,3754
1608,385
1609,500
1610,608
1611,3166
1612,216
1613,659
1614,606
1615,659
1616,693
1617,196
1618,472
1619,682
1620,665
1621,842
1622,211
1623,1077
1624,1232
1625,211
1626,1077
1627,2087
1628,492
1629,705
1630,211
1631,1499
1632,1875
1633,3242
1634,2629
1635,502
1636,738
1637,1857
1638,2651
1639,674
1640,211
1641,406
1642,659
1643,2821
1644,1120
1645,482
1646,1800
1647,1301
1648,44
1649,1797
1650,1023
1651,211
1652,750
1653,482
1654,211
1655,608
1656,1376
1657,1063
1658,2170
1659,2702
1660,3784
1661,1774
1662,1024
1663,1232
1664,1065
1665,527
1666,196
1667,2473
1668,608
1669,1949
1670,44
1671,1240
1672,2067
1673,44
1674,674
1675,1653
1676,265
1677,3587
1678,1127
1679,1322
1680,665
1681,1077
1682,3694
1683,196
1684,1240
1685,3570
1686,1935
1687,111
1688,111
1689,608
1690,211
1691,2198
1692,111
1693,3247
1694,3754
1695,211
1696,355
1697,1553
1698,557
1699,344
1700,3167
1701,3682
1702,498
1703,482
1704,2527
1705,3765
1706,142
1707,858
1708,1376
1709,1970
1710,538
1711,240
1712,211
1713,2607
1714,668
1715,742
1716,2086
1717,2429
1718,2779
1719,211
1720,2082
1721,3436
1722,2977
1723,682
1724,2422
1725,196
1726,608
1727,1670
1728,2836
1729,44
1730,504
1731,2628
1732,675
1733,480
1734,2893
1735,75
1736,3754
1737,2841
1738,211
1739,552
1740,211
1741,1793
1742,3391
1743,1274
1744,1376
1745,211
1746,1235
1747,2282
1748,656
1749,44
1750,111
1751,1235
1752,645
1753,665
1754,309
1755,111
1756,1019
1757,895
1758,805
1759,2193
1760,47
1761,720
1762,211
1763,180
1764,497
1765,107
1766,913
1767,1460
1768,1240
1769,2975
1770,173
1771,211
1772,682
1773,2619
1774,2340
1775,1070
1776,1060
1777,2311
1778,211
1779,83
1780,1004
1781,389
1782,211
1783,1767
1784,1232
1785,656
1786,3176
1787,2193
1788,452
1789,539
1790,2512
1791,1718
1792,2901
1793,1891
1794,44
1795,211
1796,730
1797,608
1798,608
1799,3583
1800,3469
1801,3576
1802,663
1803,1986
1804,2804
1805,1213
1806,608
1807,2180
1808,3754
1809,1383
1810,44
1811,541
1812,3264
1813,2043
1814,870
1815,1409
1816,173
1817,111
1818,193
1819,440
1820,1562
1821,482
1822,1925
1823,1714
1824,2895
1825,482
1826,1467
1827,173
1828,1376
1829,14
1830,1474
1831,3066
1832,3220
1833,586
1834,1625
1835,2233
1836,196
1837,412
1838,511
1839,1180
1840,1681
1841,1052
1842,211
1843,3754
1844,344
1845,1908
1846,355
1847,1082
1848,880
1849,2488
1850,1212
1851,3241
1852,680
1853,593
1854,741
1855,3336
1856,658
1857,608
1858,2879
1859,3404
1860,3410
1861,648
1862,211
1863,3713
1864,1235
1865,165
1866,527
1867,482
1868,1708
1869,527
1870,608
1871,3084
1872,2867
1873,482
1874,3469
1875,381
1876,482
1877,1888
1878,1256
1879,482
1880,1955
1881,154
1882,1043
1883,211
1884,1964
1885,527
1886,2001
1887,3141
1888,1959
1889,660
1890,927
1891,1419
1892,537
1893,2746
1894,541
1895,669
1896,3116
1897,2507
1898,671
1899,2030
1900,1787
1901,541
1902,732
1903,482
1904,1208
1905,1294
1906,1008
1907,2211
1908,2596
1909,568
1910,196
1911,753
1912,1830
1913,3753
1914,1077
1915,982
1916,87
1917,2194
1918,401
1919,1213
1920,1732
1921,1507
1922,44
1923,2078
1924,710
1925,661
1926,44
1927,2001
1928,1212
1929,126
1930,3392
1931,3484
1932,714
1933,2470
1934,1570
1935,2029
1936,344
1937,1175
1938,1815
1939,3627
1940,2599
1941,44
1942,634
1943,2819
1944,2081
1945,2720
1946,44
1947,674
1948,1376
1949,2921
1950,2329
1951,3754
1952,656
1953,44
1954,3286
1955,95
1956,1374
1957,3006
1958,504
1959,482
1960,2193
1961,44
1962,482
1963,2169
1964,44
1965,1808
1966,173
1967,2255
1968,44
1969,102
1970,211
1971,1232
1972,577
1973,444
1974,504
1975,665
1976,111
1977,378
1978,2167
1979,211
1980,1235
1981,381
1982,497
1983,2167
1984,608
1985,1232
1986,3308
1987,541
1988,1232
1989,591
1990,482
1991,3754
1992,1213
1993,3657
1994,2364
1995,527
1996,272
1997,2625
1998,482
1999,2673
2000,44
2001,44
2002,541
2003,527
2004,896
2005,211
2006,1426
2007,278
2008,3333
2009,211
2010,904
2011,3441
2012,971
2013,2541
2014,3754
2015,665
2016,950
2017,3260
2018,41
2019,634
2020,2755
2021,822
2022,2492
2023,2169
2024,1646
2025,44
2026,2433
2027,2563
2028,705
2029,1376
2030,2345
2031,1270
2032,2321
2033,1776
2034,3754
2035,1346
2036,2992
2037,1235
2038,2762
2039,2083
2040,527
2041,3248
2042,608
2043,3248
2044,1232
2045,111
2046,211
2047,374
2048,2261
2049,211
2050,173
2051,211
2052,2305
2053,1222
2054,608
2055,674
2056,1364
2057,350
2058,3338
2059,3167
2060,608
2061,2533
2062,2192
2063,482
2064,2798
2065,1666
2066,44
2067,173
2068,196
2069,1050
2070,2195
2071,708
2072,2401
2073,196
2074,43
2075,7
2076,807
2077,3241
2078,2743
2079,3531
2080,2295
2081,196
2082,2692
2083,482
2084,608
2085,608
2086,1490
2087,608
2088,3155
2089,2465
2090,741
2091,674
2092,483
2093,2325
2094,1232
2095,634
2096,728
2097,44
2098,608
2099,2996
2100,1221
2101,3132
2102,2089
2103,3603
2104,1169
2105,658
2106,1570
2107,2634
2108,3066
2109,44
2110,3422
2111,2315
2112,1785
2113,608
2114,196
2115,1766
2116,775
2117,734
2118,355
2119,497
2120,1233
2121,2531
2122,962
2123,1213
2124,1644
2125,3242
2126,497
2127,211
2128,1196
2129,497
2130,44
2131,2405
2132,2908
2133,608
2134,1373
2135,171
2136,665
2137,3766
2138,173
2139,44
2140,665
2141,1365
2142,946
2143,111
2144,771
2145,1240
2146,2458
2147,221
2148,240
2149,2358
2150,3408
2151,482
2152,2603
2153,2325
2154,3433
2155,344
2156,211
2157,1846
2158,954
2159,1103
2160,3753
2161,389
2162,262
2163,959
2164,1960
2165,1448
2166,1254
2167,211
2168,3528
2169,608
2170,111
2171,44
2172,646
2173,233
2174,211
2175,2263
2176,2134
2177,3709
2178,857
2179,1668
2180,2226
2181,482
2182,2193
2183,173
2184,420
2185,693
2186,427
2187,196
2188,1461
2189,3754
2190,608
2191,2692
2192,3469
2193,2533
2194,1376
2195,2762
2196,211
2197,1092
2198,44
2199,1194
2200,482
2201,196
2202,3317
2203,279
2204,2090
2205,482
2206,3751
2207,636
2208,1970
2209,1080
2210,262
2211,682
2212,636
2213,381
2214,3048
2215,1472
2216,3713
2217,514
2218,2639
2219,24
2220,3665
2221,44
2222,976
2223,1418
2224,505
2225,1706
2226,3071
2227,1800
2228,1072
2229,211
2230,715
2231,443
2232,1376
2233,482
2234,2867
2235,2946
2236,708
2237,1871
2238,1580
2239,667
2240,111
2241,665
2242,527
2243,262
2244,1070
2245,3719
2246,605
2247,1657
2248,196
2249,1448
2250,1756
2251,211
2252,2627
2253,891
2254,344
2255,2153
2256,1524
2257,2716
2258,2081
2259,1669
2260,211
2261,2860
2262,1525
2263,211
2264,1929
2265,1379
2266,3060
2267,2359
2268,1232
2269,1607
2270,2188
2271,1077
2272,3330
2273,1699
2274,482
2275,111
2276,1240
2277,1232
2278,1300
2279,3736
2280,732
2281,44
2282,843
2283,3735
2284,848
2285,660
2286,998
2287,608
2288,1838
2289,44
2290,44
2291,2238
2292,1235
2293,2550
2294,1232
2295,2120
2296,111
2297,682
2298,733
2299,3410
2300,44
2301,1877
2302,1182
2303,1812
2304,482
2305,2185
2306,3159
2307,608
2308,211
2309,1527
2310,433
2311,2251
2312,2193
2313,1490
2314,44
2315,3176
2316,47
2317,776
2318,482
2319,1214
2320,1235
2321,1680
2322,2752
2323,234
2324,3306
2325,3754
2326,1235
2327,332
2328,260
2329,1070
2330,1624
2331,1376
2332,3713
2333,2762
2334,608
2335,3101
2336,1553
2337,173
2338,3360
2339,3213
2340,224
2341,44
2342,3098
2343,2305
2344,658
2345,2104
2346,44
2347,1232
2348,44
2349,2674
2350,211
2351,2563
2352,497
2353,3298
2354,2193
2355,527
2356,2759
2357,3257
2358,482
2359,2259
2360,344
2361,2193
2362,3727
2363,2888
2364,526
2365,2533
2366,211
2367,720
2368,3790
2369,482
2370,42
2371,3753
2372,2345
2373,2215
2374,296
2375,1213
2376,3764
2377,3735
2378,665
2379,1103
2380,3477
2381,2567
2382,3713
2383,810
2384,111
2385,541
2386,1839
2387,886
2388,2497
2389,608
2390,173
2391,3148
2392,775
2393,66
2394,1376
2395,2104
2396,196
2397,459
2398,3713
2399,3289
2400,3176
2401,1077
2402,3249
2403,1232
2404,211
2405,211
2406,634
2407,1235
2408,1251
2409,87
2410,2448
2411,3726
2412,1376
2413,1232
2414,2305
2415,3445
2416,3555
2417,44
2418,659
2419,1232
2420,2185
2421,2990
2422,2305
2423,1874
2424,367
2425,173
2426,1717
2427,173
2428,2193
2429,508
2430,60
2431,1232
2432,3539
2433,1450
2434,1376
2435,44
2436,1379
2437,1188
2438,193
2439,2354
2440,2052
2441,2216
2442,44
2443,1111
2444,211
2445,211
2446,211
2447,921
2448,1212
2449,665
2450,1212
2451,2957
2452,2729
2453,2207
2454,211
2455,1419
2456,2931
2457,140
2458,1796
2459,608
2460,2858
2461,2450
2462,3590
2463,3713
2464,2743
2465,3469
2466,1519
2467,1006
2468,2358
2469,710
2470,3410
2471,1235
2472,211
2473,2547
2474,2797
2475,1775
2476,735
2477,3265
2478,211
2479,46
2480,211
2481,794
2482,2193
2483,2193
2484,211
2485,608
2486,2358
2487,3735
2488,1521
2489,211
2490,1232
2491,2692
2492,907
2493,2034
2494,1580
2495,1483
2496,527
2497,433
2498,527
2499,3193
2500,2960
2501,1521
2502,44
2503,1240
2504,2908
2505,746
2506,211
2507,2184
2508,2986
2509,1094
2510,2111
2511,44
2512,1340
2513,3080
2514,2554
2515,3333
2516,977
2517,1789
2518,2148
2519,3346
2520,2305
2521,2540
2522,3056
2523,2711
2524,1294
2525,2748
2526,1314
2527,1976
2528,2914
2529,3276
2530,1995
2531,1248
2532,2629
2533,658
2534,331
2535,3466
2536,682
2537,608
2538,196
2539,2043
2540,3766
2541,44
2542,211
2543,1196
2544,1580
2545,790
2546,3088
2547,502
2548,211
2549,1783
2550,2959
2551,1509
2552,2615
2553,858
2554,1998
2555,608
2556,44
2557,1185
2558,1640
2559,1771
2560,678
2561,1232
2562,1812
2563,211
2564,2441
2565,409
2566,2122
2567,1443
2568,750
2569,3753
2570,513
2571,2490
2572,760
2573,527
2574,170
2575,3655
2576,482
2577,3602
2578,344
2579,927
2580,2942
2581,3736
2582,2983
2583,1010
2584,714
2585,2245
2586,591
2587,2835
2588,538
2589,761
2590,206
2591,1752
2592,2806
2593,1820
2594,456
2595,1581
2596,1298
2597,497
2598,3052
2599,497
2600,2918
2601,227
2602,1236
2603,2853
2604,1695
2605,2383
2606,671
2607,196
2608,1580
2609,1854
2610,196
2611,3066
2612,173
2613,2171
2614,97
2615,211
2616,1431
2617,211
2618,44
2619,3713
2620,766
2621,44
2622,2948
2623,3306
2624,1376
2625,1753
2626,1182
2627,2918
2628,2398
2629,44
2630,1642
2631,3166
2632,1105
2633,281
2634,665
2635,1232
2636,1235
2637,1070
2638,728
2639,3276
2640,114
2641,1235
2642,670
2643,1376
2644,1262
2645,668
2646,2918
2647,482
2648,344
2649,707
2650,1033
2651,608
2652,2346
2653,1972
2654,482
2655,3261
2656,2885
2657,1959
2658,2675
2659,778
2660,2358
2661,375
2662,1213
2663,656
2664,2029
2665,3754
2666,2048
2667,1009
2668,3336
2669,482
2670,482
2671,44
2672,47
2673,2918
2674,2331
2675,2193
2676,3462
2677,3680
2678,1578
2679,2563
2680,2914
2681,83
2682,3066
2683,3793
2684,1980
2685,211
2686,482
2687,352
2688,1566
2689,1213
2690,1017
2691,501
2692,381
2693,2236
2694,2351
2695,1946
2696,3634
2697,2609
2698,3754
2699,2706
2700,211
2701,211
2702,3787
2703,2826
2704,2285
2705,195
2706,449
2707,3372
2708,2176
2709,3387
2710,402
2711,1312
2712,344
2713,665
2714,2646
2715,2320
2716,656
2717,192
2718,2918
2719,665
2720,608
2721,2918
2722,608
2723,3713
2724,3190
2725,1783
2726,3754
2727,3604
2728,2543
2729,3087
2730,173
2731,658
2732,1056
2733,714
2734,2305
2735,1235
2736,44
2737,838
2738,665
2739,3789
2740,1807
2741,527
2742,3462
